"","SC78_4_factor1","SC78_4_factor2","SC78_4_factor3","SC78_4_factor4","SC78_4_factor5","SC78_4_factor6"
"47","Rnf149","Actg1","Litaf","Ssh2","Btbd9","Ptafr"
"48","Wnk1","Rpl18a","Pfn1","Mcl1","S100a11","Cd9"
"49","Mxd1","Fth1","Lmnb1","Cmip","Rnf149","Ptprj"
"50","Ddx5","Ftl1","Itm2b","H3f3a","Fxyd5","Pik3ap1"
"51","Zfp36","Marcksl1","Lcp1","Ncf2","Kpna4","Rab8b"
"52","Samsn1","Srgn","Anxa1","Cd44","Mir142hg","Cd44"
"53","Fau","Ppia","Txn1","Tpd52","H2-D1","Sgms2"
"54","Btg2","G0s2","Mcl1","Rnf149","Tpd52","Csf3r"
"55","Dennd4a","Cst3","Mmp9","Lyn","Ccr1","Ets2"
"56","Egr1","Rpl28","Mctp1","Lcp1","Sorl1","Mcl1"
"57","Ptgs2","Rps27a","H3f3b","S100a6","Lilrb4a","Lmnb1"
"58","Fxyd5","Eif1","Clec4d","Arg2","Ndel1","Ptprc"
"59","Ifitm2","Rpl7","Fxyd5","Tmcc1","Baz2b","Ptgs2"
"60","Rab7","Rps6","Gda","Hdc","Ptprc","Ifitm2"
"61","Rabgef1","Gm10076","Sgms2","Xylt1","Irg1","H3f3b"
"62","Pik3ap1","Rps15","Wfdc21","Fau","Fam134b","Dusp16"
"63","Irg1","Msn","Mgst1","Celf2","Junb","Msrb1"
"64","Ptprc","Rpl21","Irg1","Litaf","Samsn1","Marcks"
"65","Antxr2","Rpl11","Osbpl9","Gpcpd1","Smox","Ifrd1"
"66","Atf3","Cfl1","Antxr2","Taldo1","Atp2b1","Arg2"
"67","Fam134b","Eef1b2","Rac2","Marcks","Diaph1","S100a11"
"68","Hcar2","Fcer1g","Msra","B2m","Ctnnb1","Litaf"
"69","Cxcr4","Rac2","Tpt1","Lmnb1","Ets2","Samsn1"
"70","Pnrc1","Cebpb","Fcer1g","Dock2","Tpm4","Mapkapk2"
"71","Ifrd1","S100a9","Cyba","Slc7a11","Mrpl33","Neat1"
"72","Sgms2","H3f3b","Gapdh","Ccnd3","Picalm","Vasp"
"73","Rps9","Rpl24","Arhgdib","Eif1","Gcnt2","Chst11"
"74","Ptafr","Rps26","Arhgap15","Map3k5","Tlr4","B2m"
"75","Slc7a11","Nfkb1","Hmgb2","Zfp36l2","Lilr4b","Erbb2ip"
"76","H3f3a","Btg1","Cd52","Fxyd5","Gm26740","Zfp36"
"77","Alcam","Kansl1","Mmp8","Lsp1","Emilin2","Rel"
"78","Sdcbp","H3f3a","Junb","Cxcr4","Ccnl1","Dennd4a"
"79","Emilin2","Pfn1","Hdc","Ccl6","Msrb1","2810474O19Rik"
"80","Etf1","Kdm6b","Lyn","Adgre5","S100a6","Ncf1"
"81","Braf","H2-D1","Pim1","Txn1","Sp140","Ier5"
"82","Sorl1","Runx1","Plek","Pla2g7","Csf3r","Ccl3"
"83","Vps37b","Serf2","Anxa2","Ccrl2","Gab2","Fgr"
"84","Mbnl2","Pim1","Trem1","Camk1d","Map2k4","Trem1"
"85","Ndel1","Cd9","Entpd1","Iqgap1","Sdcbp","Slc7a11"
"86","Lst1","Rac1","Taldo1","Gm42418","Trib1","Nr4a1"
"87","Ccr1","Tyrobp","Ndel1","Myo1f","Ppp1r3b","H3f3a"
"88","Plaur","Tgm2","Cd44","Ifi27l2a","Isg15","Il1r2"
"89","Coq10b","Rps11","Rps27a","Hp","Pik3ap1","Ier3"
"90","Basp1","Asprv1","Pglyrp1","Ddx5","March7","Btg2"
"91","Cmip","Il1b","Alox5ap","Snap23","Arhgap15","Lcp1"
"92","Csrnp1","Hnrnpf","Lsp1","Coro1a","Ncf2","Lilrb4a"
"93","Gab2","Atf7ip","Slc7a11","Akap13","Snx18","Nadk"
"94","Tpt1","Junb","Ddx5","Antxr2","Cyth1","Tnfrsf1b"
"95","B2m","Rplp0","Arg2","Ppp3ca","Fcer1g","Adgre5"
"96","Ctsd","B2m","Gnai2","Pim1","Tpt1","Plaur"
"97","Fgl2","Arpc2","Picalm","Phf21a","Cd300lf","C5ar1"
"98","Suco","Cdc42","Prr13","G0s2","Ier3","Abtb2"
"99","Trem1","Arhgap15","Ubb","Ipcef1","Ankrd33b","Rps9"
"100","Ncf2","Ssh2","Arpc1b","Cd9","Rap1gap2","Ddx5"
"101","Fnip1","Ddx5","Stfa2l1","Pag1","Lst1","Actr3"
"102","Btbd9","Zeb2","Arpc2","Svil","Ifitm2","Ctsz"
"103","Tnfaip2","Rps9","Cmip","Trem1","H3f3a","Entpd1"
"104","Arg2","AF251705","Adam8","Igf1r","Adam8","Fcer1g"
"105","Picalm","Ptprc","Lyst","Cers6","Slc15a3","Snap23"
"106","Gabarap","H2-K1","Fbxl5","Mctp1","Actr3","Ninj1"
"107","Cd14","Uqcrh","mt-Co1","Usp32","Rab7","Ankrd33b"
"108","Snap23","Fxyd5","Ccr1","Samsn1","Lcp1","Lst1"
"109","Lcp1","Tnfrsf1b","Tpd52","Elmo1","Wnk1","S100a6"
"110","Fem1c","Fam107b","Ets2","Cd52","Myo1d","Fxyd5"
"111","Osbpl9","Uba52","Sik3","Ndel1","Arpc2","Nedd9"
"112","Serinc3","Lyz2","Btg2","Hmgb2","Dennd4a","Bcl2a1b"
"113","Ctnnb1","Vti1a","Ctsd","Syk","Trem1","Cd274"
"114","Sh2d3c","Uvrag","Trib1","Gab2","Fem1c","Tpt1"
"115","Plk3","Rpl36","Arpc5","Pfn1","Arpc3","Antxr2"
"116","Lilrb4a","Cxcl2","Ncf2","Fgl2","Fosl2","Tpd52"
"117","Cd53","Calm1","Xylt1","Selplg","Ralgapa1","Lyn"
"118","Mapkapk2","Ncf2","Cdc42","Nedd9","Lyst","Rap1b"
"119","Ccnl1","Laptm5","Gmfg","Rap1b","Btg2","H2-K1"
"120","Txn1","Ubb","Serf2","Ifitm2","Ptafr","Cmip"
"121","Isg15","Elmo1","Ptprc","Clec4d","Hectd1","Malt1"
"122","Lyst","Fyb","Ifitm2","Cytip","Grina","Fau"
"123","Slc15a3","Sp100","Sat1","Ltb","Basp1","Hspa5"
"124","Ptk2b","Rpl37","Sorl1","Slfn4","Plk3","Emilin2"
"125","Rap1b","Ifitm3","Klra2","Cap1","Mcl1","Slfn2"
"126","Jund","Dennd4a","Alcam","Fcer1g","Ddx6","Txn1"
"127","Inpp5d","Rps25","Pkm","H3f3b","Vmp1","Sema4d"
"128","Kdm6b","Eef2","Cotl1","Apbb1ip","Dock2","Picalm"
"129","Tnfrsf1b","Oaz1","Ralgapa1","Nfkbiz","Arg2","Snx18"
"130","Cdk2ap2","S100a8","Anxa11","Prkcb","Nudt4","Icam1"
"131","Dusp5","Sat1","Mir142hg","Klf6","Igf1r","Rab11fip1"
"132","Map1lc3b","Msrb1","Ankrd33b","Ccr1","C5ar1","Ddx3x"
"133","Ddx3x","Btg2","Tpm4","Sell","Cdk17","Iqgap1"
"134","Ubb","Samsn1","Snap23","Retnlg","Myh9","Rabgef1"
"135","Ier3","Cox8a","Actr3","March7","Cyp4f18","Zc3h12a"
"136","March7","Clta","Lilr4b","Ptgs2","Il1rn","Dock2"
"137","Nudt4","Plek","Dennd4a","Asap1","Nfkbiz","Jund"
"138","Csf1","Cd52","Myl6","Spi1","Pfn1","N4bp1"
"139","Tiparp","Aldoa","Ptprj","Pglyrp1","Rps9","Lsp1"
"140","Fos","Nfkbiz","Cap1","Emb","Il1rap","Kpna4"
"141","Pbx1","Rps28","Rdh12","Il1rap","Taldo1","Gsap"
"142","Tgoln1","Gnai2","Fos","Alox5ap","Fam107b","Ell2"
"143","Fcer1g","Atp2b1","Mrpl33","Itgal","Rabgef1","Hck"
"144","Irak2","Ptpn6","Iqgap1","Mmp9","Mirt1","Pfn1"
"145","Gm43661","Vasp","Stk17b","Anxa2","Ddx5","Trem3"
"146","Igf1r","Map4k4","Lst1","Fgr","Dusp16","Smox"
"147","S100a6","Pitpna","Baz2b","Tsc22d3","Txn1","Ccnl1"
"148","Arhgap15","Rpl27","Zyx","H2-K1","Braf","Slc16a3"
"149","Ubc","Nfkbia","Glrx","Ier5","Fau","Sorl1"
"150","Iqgap1","Rpl19","Cfl1","Zyx","Ccl6","Arhgap15"
"151","Trib1","Alcam","Csf3r","Mrpl33","Inpp5d","Pla2g7"
"152","Mir142hg","Gab2","Map1lc3b","Chst11","Stx11","Nfe2l2"
"153","H2-K1","Pafah1b1","Cd14","Ncor1","B2m","Lcp2"
"154","Atp6v0d1","Ptpre","App","Slfn2","Dhrs9","Traf3"
"155","Lyn","Arpc5","Lilrb4a","Tnfaip2","Por","Rbpj"
"156","Arih2","Ostf1","mt-Atp6","Rps27a","Pbx1","Rab20"
"157","Tgm2","Prrc2c","Fosl2","Cd101","Etf1","Neurl3"
"158","Fosl2","Lst1","Cers6","Atp2b1","Arih2","Bcl2l11"
"159","Ddit3","Itga4","Ncf4","Ddx3x","Egr1","Cd52"
"160","Gcnt2","Hspa5","Rpl37","Mir142hg","Slc22a15","Hcar2"
"161","Alox5ap","Atox1","Zfp36","Osbpl9","H2-K1","Xylt1"
"162","Rps27","Itch","Rap1b","Nr4a1","Irak2","Sik3"
"163","Mirt1","Hnrnpk","Ddx6","Fcgr3","Trem3","Trib1"
"164","Gm42418","Npc2","Mrgpra2b","Alcam","Ehd1","Mir142hg"
"165","Cd300lf","Cd44","Emilin2","Cyba","Osm","Gm42418"
"166","Coro1a","Rps2","Rab8b","Ptpn12","Klhl2","Ccr1"
"167","Lamp2","Selk","Pbx1","Rassf3","Gpr35","Taldo1"
"168","Pfn1","Gm42418","Dnaja1","Sdcbp","Iqgap1","Rps27"
"169","Sp140","Chchd2","Ube2b","Gm5150","Kdm6b","Vmp1"
"170","Srsf5","Gng5","Rps29","Lilrb4a","Rbms1","Skil"
"171","Taldo1","Rheb","Rabgef1","Slpi","Gfod1","Zfand3"
"172","Ppp1r15a","Hnrnpc","Suco","Psap","Rap1b","Nr4a3"
"173","Il1rn","Cytip","Notch2","Pten","Gabarap","Ncf4"
"174","C5ar1","Gngt2","Gabarap","1700112E06Rik","Ctsd","Spi1"
"175","Dock2","Hdc","Myl12b","Polr2a","Eml1","Gcnt2"
"176","Ier5","Ly6e","Spi1","Tpt1","Tes","Cd53"
"177","Osm","Fam32a","Vasp","Rab8b","Tnrc18","Irak3"
"178","Sat1","Taok1","Sdcbp","Ptpre","Fgl2","Fgl2"
"179","Ptp4a1","Sgms1","Selk","Arhgdib","Cap1","Atp2b1"
"180","Fndc3b","Stat3","4932438A13Rik","Slc9a9","Pla2g7","Pnrc1"
"181","Pla2g7","D8Ertd738e","Pygl","Mapkapk2","Ptbp3","Ndel1"
"182","2810474O19Rik","Gnb1","Shfm1","Hmha1","Slc11a1","Rab7"
"183","1700112E06Rik","Kpna4","Kpna4","Itm2b","Gm42418","Alox5ap"
"184","Selk","Eif5","Hcar2","Tra2a","Itpkb","Bcl3"
"185","Sgpl1","Cox6b1","Jund","Emilin2","App","Etf1"
"186","Adam17","Apbb1ip","Neat1","Ddx6","Stk17b","Jak1"
"187","Hectd1","Mxd1","Ostf1","Sat1","Snap23","Ier2"
"188","Stat3","Atp5l","Gm42418","Braf","Rab20","Jak2"
"189","Rab20","Trem3","C5ar1","Baz2b","Fbxo11","Rac2"
"190","Gadd45b","Qk","Gadd45a","Mctp2","Notch2","Arpc2"
"191","Cyth1","Lamp1","Sell","Pde4b","Sp100","Fam134b"
"192","Actr3","Irak2","Etf1","Etf1","Sepn1","Cyba"
"193","Jdp2","Rapgef6","Fmnl1","Slc40a1","Tnfrsf1b","Pbx1"
"194","Elmo1","Jak1","Sp140","Grina","Eif4a1","Slc15a3"
"195","Per1","Fam49b","Rab7","Calm2","Jund","Adam17"
"196","Stk17b","Myl12b","Clec4e","Ankrd44","Cd52","Cd300a"
"197","Nlrp3","Btbd9","Chst11","Samhd1","Zcchc6","Gpr132"
"198","Arfgef2","Dusp5","Gng5","Amica1","Ddx3x","Arih2"
"199","Grina","Plac8","Rnf149","Hspa8","2810474O19Rik","Snx20"
"200","Ccl3","Map1lc3b","Cd53","Cd84","Slfn4","Itm2b"
"201","Por","Cd300lf","Kctd12","Arpc1b","Jdp2","Gabarap"
"202","Csf2rb","Morf4l1","Arpc4","Jmjd1c","Chmp4b","Grina"
"203","Lsp1","Arhgdib","Spag9","Klf3","Agpat9","Sod2"
"204","Cdc42","Stk17b","Gpsm3","Arhgap26","Cltc","Cst3"
"205","Cd300a","Dusp1","Aldoa","Ube2h","Hpcal1","Tlr2"
"206","Adgre5","Tnfaip2","Sema4d","Pygl","Myl6","H2-Q7"
"207","Myl6","Hmha1","Plk3","Kras","C130026I21Rik","Relb"
"208","Cstb","Ybx1","Sh2d3c","Gmfg","Tiparp","Gpbp1"
"209","Sntb2","Rbm3","Diaph1","Abtb2","Fmnl1","Fbxo11"
"210","Ell2","Irg1","Mbnl2","Adipor1","Plin2","Cap1"
"211","Cyp4f18","mt-Nd4l","Ddx3x","Themis2","Osbpl9","Coro1a"
"212","Zeb2","Asap1","Nfkbiz","Gnaq","Lamb3","Ddx6"
"213","Gnaq","Ptprj","Arf5","Cd300a","Zfand3","Cdc42"
"214","Acsl1","Dusp16","Myh9","Rpl37","Spi1","Lilr4b"
"215","Ctsb","Prkcb","Ell2","Il1f9","Runx1","Ctnnb1"
"216","Zfp36l2","Osbpl8","Psap","Trps1","Ptgs2","Alcam"
"217","Sepn1","Mapkapk2","Cytip","Tmem164","1700112E06Rik","Nfkbie"
"218","Myo1d","Lyn","Zeb2","Pilra","Sntb2","Isg15"
"219","Rap1gap2","Atp6v0e","BC100530","Fam134b","Ell2","Zc3hav1"
"220","Rbm39","Rab11fip1","Sfxn5","Whsc1l1","Dgat1","Ctsd"
"221","Anxa11","Celf2","Hcst","Cst3","Ier2","Bcl2a1d"
"222","Gpcpd1","Mob1a","Rap1gap2","Dock11","Eea1","Ccl6"
"223","Ankrd12","Whsc1l1","Dhrs7","Zfp608","Cfap43","Fosl2"
"224","Eif5","Dock2","Pnrc1","Wipf1","Klra2","Susd6"
"225","Gmfg","Clic1","Ccnl1","Sh2d3c","Smchd1","Tgif1"
"226","Cst3","Trib1","Ptgs2","Arpc2","4932438A13Rik","Casp4"
"227","Gla","Chst11","Rps27","Ubc","Arpc5","Itgal"
"228","Itm2b","Spag9","Sepn1","Sik3","Kctd12","Msn"
"229","Slc3a2","Coro1a","Cd24a","Itga4","Ptprj","Btbd9"
"230","Pdlim5","Nfe2l2","Hspa8","Ifitm3","Mbnl2","Mmp9"
"231","Psap","Cd47","Gab2","Tgfbi","Fndc3b","Lyst"
"232","Tbc1d15","Samhd1","Mapkapk2","Myl6","Cotl1","Lpcat2"
"233","Csf2ra","Sfpq","Ier3","Raf1","Abtb2","Tax1bp1"
"234","Ccl6","Son","Sh3bgrl3","Actr3","Ier5","Cdc42ep2"
"235","Cap1","Man2b1","Rpl9","Herc4","Itgal","Srsf5"
"236","Il15","Ucp2","Rhoa","Ctsd","Mapkapk2","Cxcr4"
"237","Lasp1","Fcho2","Trem3","Atf3","Cyba","Ppp1r15a"
"238","Arpc2","Sin3b","Ube2d3","Parp8","Nlrp3","Psap"
"239","Osgin1","Atp6v1f","Lamp2","Xpr1","Tlcd2","Arf4"
"240","Ctsz","Actr2","Coq10b","Rsrc2","Pde7b","Gmfg"
"241","Cyba","Arih1","D8Ertd738e","Cdc42","Ube2d3","Il10ra"
"242","Nr4a3","Mef2a","Il1rn","Fam32a","Pag1","Tank"
"243","Lilr4b","Adrbk1","Zcchc6","Rnf144a","Ptk2b","Gpcpd1"
"244","Skap2","Ccnl1","Fam134b","Myl12b","Samhd1","Tgm2"
"245","Nfkbiz","Slfn2","Tlr2","Inpp5d","Cd80","Mirt1"
"246","Map3k5","Peli1","mt-Co3","Atg3","Adgre5","Sdcbp"
"247","Hp","Gabarap","Adipor1","Clk1","Lsp1","Itgb2"
"248","Arpc3","Itgb2","Actr2","Tspan13","Sell","Ifnar2"
"249","Zcchc6","Dusp2","Vps4b","Rps27","Cox17","Fem1c"
"250","Tra2a","Ctsd","Slc15a3","Mtus1","Capza1","Trps1"
"251","Klf6","Ikzf1","Ctnnb1","Rbms1","Vps4b","Elmo1"
"252","Ago2","Fgr","Capzb","Sirpa","Tnfaip2","Map2k3"
"253","Ppp1r2","Shisa5","Il1f9","Cd300lf","Skap2","Fas"
"254","Impact","Neat1","Tspan13","Cd53","Syk","Gtdc1"
"255","Cox8a","Zc3hav1","Fam65b","Ncf1","Gtdc1","Samhd1"
"256","Calm2","Lilrb4a","Gpx4","C5ar1","Fnip1","Bcl2a1a"
"257","Nfe2l2","Arf5","Dazap2","Tbc1d15","Aff4","Basp1"
"258","Rps27a","Ube2d3","Cyth1","Txnip","Serf2","Ncf2"
"259","Cox17","Ifitm2","Timp2","Gpx1","Sh2d3c","Nab1"
"260","Pafah1b1","Dynll1","2810474O19Rik","Fyb","Hif1a","Rbms1"
"261","Ddx6","Btf3","Gcnt2","Gm26740","Dusp5","Fndc3b"
"262","Atp6v0e","Wapl","Dhrs9","Nudt4","Trps1","Rbm39"
"263","Syk","Pabpc1","Klf6","Plaur","Selk","Csrnp1"
"264","Ube2b","Itpkb","Tlr4","Zfand3","Pum2","Optn"
"265","Slc38a1","Gpbp1","mt-Co2","Fbxl5","Stk40","Osbpl9"
"266","Vamp4","Vamp4","Rpl17","Mirt1","Lamp2","Sqstm1"
"267","Pag1","Nab1","Dgat1","Tnrc6b","Rps27","Rap1gap2"
"268","Arpc1b","Diaph2","Fam49b","Dennd5a","Lrrfip1","Tgoln1"
"269","Ptbp3","Gnas","Oaz1","Rsrp1","Laptm5","Fmnl1"
"270","Pum2","Spi1","Fem1c","Gsk3b","Rab44","Tnip1"
"271","Celf2","Sik3","H2-K1","Sfxn5","Psap","Jdp2"
"272","Slc25a3","Ubc","Btbd9","Adam17","Zeb2","Rps27a"
"273","Rsrc2","Mcl1","Serinc3","Mef2a","Itm2b","Cfl1"
"274","Pde7b","Cox7a2","Sirpa","Slfn1","Csf2rb","Arpc5"
"275","Eea1","Erbb2ip","Themis2","Pip5k1b","Elmo1","Il1f9"
"276","Mrpl33","Zfand3","Laptm5","Serf2","Tnrc6b","Rilpl2"
"277","Hmgb2","Ascc3","Emb","Rgs2","Zcchc2","Coq10b"
"278","Smox","Arpc1b","Slc2a3","Osm","Ago2","App"
"279","Cltc","Psmb8","Hif1a","Zfand5","Mmp9","Txnrd1"
"280","Ptprj","Pcbp1","March7","Ttc7","Tmbim6","Slc2a6"
"281","Emd","Cox4i1","Ccl4","Zswim6","Csf2ra","Hp"
"282","Themis2","Riok3","Igf1r","Rps29","Chd2","Snx10"
"283","Gnai2","Cdc42ep3","Tnfrsf1b","Rbm39","Adam17","Ifi27l2a"
"284","Vps4b","Gpx4","Pxn","Ppp1r2","Mctp1","Themis2"
"285","Dhrs9","Lrrfip1","Cd33","Sh3glb1","Gpcpd1","Tpm4"
"286","Ccl4","Ppm1h","Adrbk1","Ctnnb1","Ppp1r2","Arhgap26"
"287","Atp6v1g1","Fam104a","Itgb2","Gda","Kras","Igf1r"
"288","Kctd12","Maml3","Rps16","Mdh2","Sec24b","Dusp5"
"289","Rps29","Hsp90ab1","Cd300lf","Mbnl2","Clec4e","Csf1"
"290","Sema4d","Clec4e","Adam17","Trim30a","Gnaq","Ppp1r2"
"291","Myl12b","Rilpl2","Por","Hectd1","Pias1","Dennd1b"
"292","Klf3","Fus","Cxcr4","Ankrd11","Ptgs2os2","Lamb3"
"293","Laptm5","Ptma","Asprv1","Cxcl2","Slc2a1","Rhoa"
"294","Atp6v1a","Mbnl2","Itgam","Bcl6","Coro1a","Igsf6"
"295","Anxa2","Smyd3","Cst3","Myadm","Dopey2","Myl6"
"296","Gm5150","Sf3b1","Zswim6","Irf2","Gmfg","Mrgpra2b"
"297","AW011738","Rel","Lrrfip1","Ier2","Pitpnc1","Myl12b"
"298","Ifitm1","Chmp2a","Cxcr2","Coq10b","Rab8b","Ubc"
"299","Nup98","Cox7c","Mctp2","Smchd1","Kansl1l","Spata13"
"300","Clec4e","Tpm3-rs7","Smox","Kmt2e","Chd7","Rhog"
