"","SC78_5_factor1","SC78_5_factor2","SC78_5_factor3","SC78_5_factor4","SC78_5_factor5","SC78_5_factor6","SC78_5_factor7","SC78_5_factor8"
"21","Fth1","Cebpb","Btg1","Rpl18a","Mcl1","Il1b","Cxcr2","Cmip"
"22","BC100530","Pde4b","Xylt1","mt-Co3","Actb","Cd274","Lcp1","Cd44"
"23","Ly6g","Mapkapk2","Entpd1","Tpt1","Zfp36","Gbp2","Ptprc","Spag9"
"24","Actg1","Cd14","Sgms2","Lst1","Btg1","Oas3","Stk17b","Alcam"
"25","Cd52","Plek","Mxd1","Rps15","S100a8","Ifi27l2a","Klf2","Il1b"
"26","Arhgdib","G0s2","Antxr2","Rpl35a","Ets2","Smchd1","H3f3a","Dock2"
"27","Gm5483","Kdm6b","Ifitm2","Rps23","Litaf","H2-K1","Tpd52","Sik3"
"28","mt-Co2","Junb","Ftl1","Rps13","Ptgs2","Srgn","Mcl1","S100a8"
"29","Prr13","Ptgs2","S100a6","Ptma","Ccrl2","Slfn1","Tyrobp","Chst11"
"30","mt-Co3","Irak2","Tyrobp","Malat1","Btg2","Stat1","Hp","mt-Nd1"
"31","Mmp9","Mxd1","Nedd9","Rps3a1","H3f3a","Gbp7","Lrg1","Slc7a11"
"32","Mgst1","Ptafr","Smox","Rpl37a","Lmnb1","H2-D1","Hmgb2","Sgms2"
"33","Tspo","Actb","H3f3a","Rpl17","Fau","Slfn5","Mxd1","Pik3ap1"
"34","Atxn10","Rnf149","Rps9","Rpl30","Msrb1","Irf1","Rnf149","Cebpb"
"35","Alox5ap","Nlrp3","Hdc","Fau","Pik3ap1","Parp9","Ifitm2","Srgn"
"36","Coro1a","Ier3","Chst11","Rpl34","Rps9","Fth1","S100a6","Tpd52"
"37","Ifitm3","Nfkb1","H3f3b","Rpl11","Suco","Slfn8","Btg2","Plek"
"38","Cyba","Rab8b","Irg1","Rps7","Tpt1","Irgm1","Btg1","App"
"39","Plaur","Actg1","Tpd52","Runx1","Ifitm2","Ifih1","Ddx6","Lyst"
"40","Rac2","Ftl1","Rnf149","Rpl21","Sik3","H2-T23","Cebpb","Igf1r"
"41","Pfn1","Ptprj","Cd9","Rps11","Neat1","Trafd1","Ifitm1","Litaf"
"42","Stx11","Erbb2ip","Msrb1","Rps28","Slc16a3","Isg20","Ubb","Atp2b1"
"43","Rps27a","Dusp16","Spag9","Rabac1","Vps37b","Ftl1","Txn1","Arhgap15"
"44","Rplp0","Il1rn","Dusp1","Serf2","Plek","Ddx58","Gcnt2","Ptprc"
"45","H3f3a","Malt1","Lcp1","Eef1a1","Tpd52","Slfn2","Gpcpd1","Samsn1"
"46","R3hdm4","Mcl1","Il1r2","Rps16","Rnf149","Samd9l","Marcks","mt-Nd5"
"47","Malat1","Pik3ap1","Plaur","Mir142hg","Zfp36l2","Tmsb4x","Dennd4a","Fam134b"
"48","Txn1","Hdc","Lmnb1","Atp2b1","Csf3r","Cebpb","Arg2","Arhgap26"
"49","Hp","S100a8","Fxyd5","Rps24","Trem1","Rnf213","Hdc","Ptprj"
"50","Myl6","Ifitm2","Csf3r","Cox4i1","Tyrobp","Ascc3","Taldo1","Lilrb4a"
"51","Anxa2","Dusp1","Ndel1","Tmsb4x","Hdc","H3f3b","Fau","Rnf149"
"52","Msra","B2m","Tpt1","Rps15a","Mxd1","Ccrl2","Sorl1","Osbpl9"
"53","Mcemp1","Spag9","Samsn1","Cst3","Entpd1","Mxd1","Iqgap1","Lmnb1"
"54","Pkm","Marcks","Isg15","Wnk1","S100a11","Il1r2","Gda","Baz2b"
"55","Itm2b","Dennd4a","Mcl1","Gm10076","Csrnp1","Hdc","Alox5ap","Ddx6"
"56","Shfm1","Ehd1","Litaf","Rpl26","Rabgef1","Ly6e","Grina","Suco"
"57","Tyrobp","Sema4d","Cmip","Rps27a","Ddx5","Tor1aip1","H2-D1","Braf"
"58","mt-Cytb","Eif1","Arg2","Ftl1","Ubb","S100a9","Litaf","Mxd1"
"59","Gpx1","Ncf1","Grina","Ubb","Hcar2","Nampt","Ube2h","Rabgef1"
"60","Ftl1","Ifitm1","Tpm4","Rpl28","Atp2b1","Oas2","Fcer1g","Lyn"
"61","Sh3bgrl3","Lcp1","Lilrb4a","Gm2a","Pim1","Igtp","Fam65b","Gab2"
"62","Tkt","Arg2","Emilin2","Rpl24","Cd44","Zc3hav1","Kpna4","Cd9"
"63","Asprv1","Tnfaip2","Arpc3","Hsp90aa1","Ptprc","Pim1","Coro1a","March7"
"64","Ifitm2","Clec4d","Trem1","H3f3b","Antxr2","G0s2","Svil","Il1rap"
"65","Lcp1","H2-D1","Plek","Hspa8","Sh2d3c","Kpna4","Jund","Hif1a"
"66","Osm","Rps9","H2-D1","Cxcr4","Etf1","Cmpk2","Il1r2","Nedd9"
"67","Stfa2","Msrb1","Pim1","Rbm3","Isg15","Psmb8","Ssh2","Emilin2"
"68","Vasp","Csf3r","Fau","Cdk2ap2","Cd9","Junb","Tspo","Etf1"
"69","Gnai2","H3f3a","Txn1","Cd300a","Tiparp","Fcer1g","Lyn","Gpcpd1"
"70","Arpc5","Wfdc17","Ptprc","Ankhd1","Fos","Sdcbp","Anxa2","Mctp1"
"71","Mrgpra2b","Nr4a1","Slc7a11","Hnrnpf","Egr1","Plek","Skap2","Csf3r"
"72","Ostf1","Btg1","App","Rps26","H2-D1","Zbp1","Fam49b","Cers6"
"73","Arhgap15","Ptprc","Hif1a","Dock2","Braf","Chmp4b","Cmip","Trps1"
"74","Actn1","Ets2","Stx11","Laptm5","Ubc","Btg1","Phf21a","Ccnl1"
"75","BC117090","Cd274","Fcer1g","Tyrobp","Mbnl2","Neat1","Wfdc21","Irg1"
"76","Rps9","2810474O19Rik","Picalm","Fgl2","Emilin2","Eif1","Tmcc1","Pbx1"
"77","Serf2","Slc7a11","Ctsd","Rps25","Fcer1g","Usp18","Lmnb1","Gcnt2"
"78","Taldo1","Lmnb1","Sik3","Fcer1g","Ddx3x","Mcl1","Anxa1","Arg2"
"79","Arpc2","Btg2","Sorl1","Rpl36","Coq10b","Lmnb1","Gm42418","Slc16a3"
"80","Hmgb2","Traf3","Ctnnb1","D8Ertd738e","Samsn1","Tmbim6","Cers6","Ctnnb1"
"81","Glrx","Tyrobp","Ptprj","B2m","Sorl1","Sppl2a","Eif1","Rab8b"
"82","Arpc1b","H2-K1","Ddx6","Pfn1","Picalm","Rab7","Fbxl5","Ncf2"
"83","Rps24","Tnfrsf1b","Btbd9","Rpl7","Ankrd33b","Actb","Lyst","Mbnl2"
"84","Cdc42","Tpd52","Lilr4b","Morf4l1","Ifitm1","Casp4","Lsp1","Skap2"
"85","Cotl1","Rel","Wfdc21","Pfdn5","B2m","Zfp36","Neat1","Arih1"
"86","Wfdc17","Fcer1g","Actr3","Camk1d","Lst1","Tnfaip2","Ncf2","Smox"
"87","Eif1","S100a11","Ifitm1","AF251705","Fxyd5","Actg1","Plek","Ndel1"
"88","Mctp1","C5ar1","Lyn","Calm1","Gla","Fgl2","Osbpl9","Pag1"
"89","Srgn","Fau","Baz2b","Ankrd44","G0s2","Ifitm1","Zyx","Mcl1"
"90","Gpi1","H3f3b","Ddx5","Msn","Gm42418","Psmb9","Fxyd5","Actb"
"91","Timp2","Tpt1","Cd53","Itga4","Lrg1","Tapbp","Ddx5","Dusp1"
"92","Fcer1g","Snap23","Slfn4","Rps6","Chst11","Txn1","Selplg","Elmo1"
"93","Aldoa","Samsn1","Ccr1","1700112E06Rik","Pnrc1","Ubb","Arhgap15","Junb"
"94","Arpc3","Sgms2","Snx18","Arpc1b","Fam134b","Tap1","Arhgap26","Actg1"
"95","Psap","Slfn2","Gm42418","Uba52","Tgoln1","Ets2","Akap13","Celf2"
"96","Cfl1","Dusp2","Kpna4","Calm2","Ccnl1","Grina","Lst1","Notch2"
"97","Dstn","Abtb2","Ets2","Klf2","March7","Litaf","Pla2g7","Fnip1"
"98","Ccl6","Antxr2","Adam8","Csf1","Ifrd1","Spag9","Steap4","Fth1"
"99","Gm42418","Litaf","Junb","Gng5","Wfdc17","Lilrb4a","Snap23","Pim1"
"100","Gda","H2-Q7","Igf1r","H2-D1","Osbpl9","Prdx5","Stat3","Ankrd33b"
