"","SC78_5_factor1","SC78_5_factor2","SC78_5_factor3","SC78_5_factor4","SC78_5_factor5","SC78_5_factor6","SC78_5_factor7","SC78_5_factor8","SC78_5_factor9"
"242","Cd300lf","H2-K1","Dmxl2","Ubc","Ucp2","Cxcr4","Svil","Sfxn5","Adam17"
"243","Rbms1","Fnip1","H2-K1","Fosl2","Hmgb1","H3f3b","Gabarap","Spag9","Pla2g7"
"244","Trps1","Lst1","St8sia4","Sp140","Stat3","Prkcb","Arpc4","Usp32","Npepps"
"245","Gtdc1","Adipor1","Wipf1","Steap4","Arf5","Wnk1","Zcchc6","Ncf4","Rhob"
"246","Lrrc25","Anxa1","Kras","Ltb","Gnai2","Whsc1l1","Rpl37","Ypel3","Rpl41"
"247","Cdk2ap2","Tnfrsf1b","Cpd","Gla","Atp5b","Sf3b1","Fam49b","Zfand5","Wipf1"
"248","Sqstm1","Tes","Pten","Snx20","Gmfg","Vamp4","Kdm7a","Kctd12","Arfgef2"
"249","Pla2g7","Rap1b","Foxp1","Ppp1r15a","Fgl2","Ankrd11","Pag1","Cotl1","Clec4e"
"250","Arpc3","Mbnl2","D1Ertd622e","Egr1","Tmbim6","S100a11","Mettl9","H2-K1","C5ar1"
"251","Ccr1","Stk17b","Atp8a1","Snap23","Ankrd44","Il18rap","Rps10","Rpl17","Tnfrsf1a"
"252","Tank","Serf2","Hmha1","Cxcr2","S100a6","Nlrp3","Cd44","Atxn10","Selk"
"253","Arf4","Fbxl5","Rnf11","Zcchc6","Unc93b1","Lrrfip1","Ctsd","Braf","Ubn1"
"254","Slc16a3","Msra","Gabarap","Sp110","Atf3","Slc6a6","Picalm","Ube2b","Gsk3b"
"255","Tnip1","Capza1","Foxo3","Cmip","Usmg5","Ssh2","Rpl34","Syk","Pafah1b1"
"256","Pglyrp1","Tlcd2","Fndc3b","Gbp3","Cox7a2l","Cd33","Dhrs9","Serinc3","Cpeb2"
"257","Spi1","Gpr35","App","Lgals9","Arhgdia","Ptpn12","Trem1","Gab2","Cdc42"
"258","Rnf19b","mt-Co2","Rac2","Upp1","Arf4","Tnfaip2","Diaph1","Vasp","Steap4"
"259","Dennd1b","Gnai2","mt-Co1","Rps9","Srgn","Gsk3b","H2afj","Pten","Ube2h"
"260","Ctsb","Tgoln1","Rbms1","Nedd9","Lncpint","Tax1bp1","Hcst","Ptp4a1","Basp1"
"261","Prdx5","Cyba","Nr3c1","Etv6","Ostf1","Capza1","Degs1","Mctp2","Arpc2"
"262","Sf3b1","Lrg1","Ier5","Dusp5","Hnrnpk","Ftl1","Hmgn2","Mbnl2","Hif1a"
"263","Skil","Slc25a3","Pacs1","Gm4070","Alox5ap","Dusp5","Gsr","Rab7","Gls"
"264","S100a6","Retnlg","Gmfg","Ccl4","Gls","Rbpj","Ncor1","Rhog","Sp140"
"265","mt-Co2","Clic1","Emilin2","Rab20","Spag9","Ago2","Gnai3","mt-Co2","Rps16"
"266","Spata13","Tgfbi","Polr2a","Marcksl1","Tspo","Kras","Upp1","Igf1r","Rpl39"
"267","H2-Q4","Ccnl1","Peli1","Dennd4a","Ldha","Fam49b","Cxcr2","Lbr","Cytip"
"268","Jak1","Slc2a1","Arid4b","Cyba","Snx20","Sipa1l1","Cmip","Rps12","Themis2"
"269","Elmo1","Mrgpra2b","Nup98","Plaur","Foxp1","Irak2","Skap2","Ccrl2","Lilr4b"
"270","Mirt1","Bcl2l11","Lamp2","Sell","Cd24a","Sfxn5","Lasp1","Mgst1","Cd300lf"
"271","Dgat2","Dock2","Tpt1","Cd47","Rps19","Ankrd44","Fam107b","Uba52","March3"
"272","App","Vasp","Cdkn2d","Gm12185","Irf1","Ppp3ca","9830107B12Rik","Adgre5","Cd244"
"273","Klf2","Klhl2","Pim1","Jund","Lsp1","Gla","Lamtor4","Ostf1","Alox5ap"
"274","Lilr4b","Dhrs9","Sycp2","Csf2rb","Smarca5","Ube2h","Tpm3","Ubc","Slc38a1"
"275","Mtmr6","Cotl1","Gsk3b","Fem1c","Vapa","Gadd45a","Baz2b","Gpsm3","Ell2"
"276","Mefv","Nab1","Vav3","Ifit1bl2","Naca","Tpm4","Cd300lf","Cox8a","Wfdc17"
"277","Mir142hg","Spp1","Arhgap24","Ube2d3","Bzw1","Dhx40","Mir142hg","Tra2a","Cltc"
"278","Rbm39","Ncf4","Nfam1","Lcp1","Arpc4","Snx18","Capzb","Map3k5","Srrm2"
"279","Baz2b","Pxn","Dnm2","Nmi","Atp5h","Pias1","Flot2","Tnfaip2","Hnrnpc"
"280","Gm5150","Ube2b","Cyba","Susd6","Sap18","Slc2a1","Rpl35a","Gnb2","Zc3hav1"
"281","Fosl2","Dopey2","Zswim6","Cst3","Sept7","Ctsb","Gadd45a","Slc2a1","Ptpn12"
"282","Nfkb2","Rbm39","Slfn4","Gbp9","Diaph2","Itpkb","Cdkn2d","mt-Co3","Osgin1"
"283","Pbx1","Lrrfip1","Lnpep","Sec24b","Cox5b","Tet2","Osbpl9","Sik3","Ier2"
"284","Ubb","mt-Co3","Cd53","Tax1bp1","Mtpn","Zfp36l2","Alox5","Cst3","Osbpl8"
"285","Ifnar1","Crem","Asap1","Mapkapk2","Stag1","1700112E06Rik","Clint1","Eno1","Gm2a"
"286","Osbpl9","Dazap2","Amica1","Clec4e","Akap13","Sbno1","Ppp3ca","Gng5","Tnrc6b"
"287","Tmbim6","Plk3","Alcam","Abr","Rac1","Atxn1","C5ar1","Raf1","Cap1"
"288","Jak2","2810403A07Rik","Cd52","Skap2","Serp1","Fmnl1","Trem3","Baz2b","Rybp"
"289","Pde7b","Ier5","Pygl","Birc3","Fam174a","Gnaq","Myo1f","Anxa11","Ascc3"
"290","Etf1","Rdh12","Pkm","AW011738","Ube2d3","Rdh12","Tmbim6","Rsrc2","Por"
"291","Themis2","Kdm7a","H3f3b","Gna13","Uvrag","Runx1","Rab2a","Celf2","Napa"
"292","Trib1","Spi1","Ctsd","1600014C10Rik","Ppib","Sntb2","Zyx","Dmxl2","Ppp1r2"
"293","Map1lc3b","Ddx3x","Sntb2","Actr2","Arpc3","Sell","Snx18","Trib1","Sema4d"
"294","Ntng2","Suco","Sirpa","Rap1b","Ctsa","Sirpa","Cd53","Psap","Elmo1"
"295","Rab20","Cox17","Hdac4","Rab8b","Gapdh","Mef2a","Lilr4b","Rps10","Cd52"
"296","Rps27a","Nfkbiz","Nudt4","Baz2b","Slc38a2","Syk","AA467197","Tmbim6","Top1"
"297","Fyb","Myo1f","Cmah","Rap2c","Sf3b1","Dock11","Cpd","AB124611","Pag1"
"298","Gnb1","Inpp5d","Il18rap","Ifi35","Metrnl","Rbms1","Wfdc17","Dusp16","Slc40a1"
"299","Prkd3","Eea1","Itm2b","Cap1","Fus","Il15","Slc6a6","Msra","Rpl23"
"300","Pilra","Gnai3","Dock11","Runx1","Pias1","Tlr4","Samsn1","Klf3","Fam49b"
