"","SC78_9_factor1","SC78_9_factor2","SC78_9_factor3","SC78_9_factor4","SC78_9_factor5","SC78_9_factor6","SC78_9_factor7"
"57","Litaf","Fam134b","B2m","Jmjd1c","Tpd52","Rps13","Tyrobp"
"58","Grina","Npepps","Ptgs2","Kdm7a","Socs3","Plin2","Myl6"
"59","Spag9","Rab7","Ifitm2","Ipcef1","Fxyd5","Ppia","Anxa2"
"60","Fau","Pfkp","Antxr2","Fam49b","Lsp1","Kpna4","Arpc1b"
"61","Fxyd5","P4ha1","H3f3a","Whsc1l1","Pglyrp1","Rpl38","Ftl1"
"62","Sik3","Junb","Tnfaip2","Srgn","H3f3b","Btg2","Mgst1"
"63","Samsn1","Kpna4","Snap23","Cd44","Zyx","Tsc22d3","Rpsa"
"64","Cd44","Litaf","Picalm","Il18rap","Coro1a","Rps3a1","Gpx1"
"65","Plin2","Lyst","Tpt1","Trps1","Picalm","Hspa8","Vasp"
"66","Ddx5","Neat1","Rps9","Stk17b","Pfn1","Mir142hg","Txn1"
"67","Pfn1","Igf1r","Pnrc1","Lcp1","Txn1","Rpl19","Rps27a"
"68","Alcam","H2-K1","Ier5","Iqgap1","Hdc","Mcl1","Shfm1"
"69","Arg2","Gm5483","Irf1","Map3k5","Cxcr2","Rpl30","Gpi1"
"70","Stx11","Ppp1r3b","Nlrp3","Cd84","Btg2","Saa3","Adpgk"
"71","Stfa2","Phf21a","Fau","Rassf3","Gda","Ier5","Prr13"
"72","App","Ctsb","Ppp1r15a","Ube2h","Eif1","Serf2","Taldo1"
"73","Nedd9","Rps27","Lilrb4a","Camk1d","Ifitm3","Rpl37a","Arpc2"
"74","Snx18","Ap3s1","Ddx5","Nedd9","Rac2","Rplp1","Itm2b"
"75","mt-Co2","Clec4d","Trem1","Vav3","Taldo1","Cox8a","Pkm"
"76","Ctnnb1","Arid5b","2810474O19Rik","Atxn1","Stk17b","Hmgb2","Sri"
"77","Osbpl9","Gadd45b","Csf3r","Cask","Atp6v1g1","Polr2a","Dstn"
"78","Il1rap","H3f3a","Ubb","Tmsb4x","Gpcpd1","Rps11","Gnai2"
"79","H2-D1","Emilin2","Abtb2","Pip5k1b","Rps29","Rpl34","Ostf1"
"80","Hilpda","Osbpl9","Wfdc17","Txnip","Mxd1","Gng5","H2-D1"
"81","Msrb1","Tpd52","Tpd52","Ddx6","Arpc3","Rpl37","Hmgb2"
"82","Junb","Grina","Gm42418","Cpd","Cyba","Ddx5","Fcer1g"
"83","Ccl6","Hmox1","Kpna4","Tpd52","Arg2","Ier2","Calm1"
"84","mt-Atp6","Gm42418","Clec4d","Myo1f","Litaf","Ccnd3","Arpc5"
"85","Ets2","G0s2","Ccnl1","Diaph1","Fbxl5","Cd52","Cotl1"
"86","Ncf2","Hif1a","Ptprc","Mxd1","mt-Co2","Rbm3","Gm8730"
"87","Klhl2","mt-Co3","Rab8b","1700112E06Rik","Lmnb1","Rabac1","Eef1a1"
"88","Lcp1","Elmo1","C5ar1","Zfand3","Ddx5","Socs3","Msrb1"
"89","Cyth1","Rlf","Jund","Med13l","Selplg","Gm26825","Atxn10"
"90","mt-Co3","Hectd1","Rap1b","App","Cxcl2","Rpl8","Rps29"
"91","Cd52","Fcer1g","Ddx6","Tmem164","Rpl37","Dennd4a","Serf2"
"92","Fcer1g","Spag9","H2-K1","Klf2","Iqgap1","Cyba","Rplp0"
"93","Rnf149","Cd300lf","Rabgef1","Rlf","Mmp8","Csf3r","Actr3"
"94","Rdh12","Tmem189","Ankrd33b","Numb","Jun","Adgre5","Ncf4"
"95","Sorl1","Rps29","Rbm39","Stat3","Prdx5","Hist1h2bc","Ubb"
"96","Coro1a","Actb","Slfn2","Mctp2","Pim1","Calm2","R3hdm4"
"97","Lyn","Ostf1","Fbxl5","Actb","Sat1","Lrg1","Gmfg"
"98","Hif1a","Egln3","Nfe2l2","Rbm47","Vim","Rpl18","Glrx"
"99","Jdp2","Actg1","Nfkb1","Dusp1","Pkm","Rps8","Fau"
"100","Asprv1","Samsn1","Coq10b","Samhd1","Dennd4a","Stk17b","Vim"
"101","Csf3r","mt-Co1","Oser1","Atp11b","Anxa2","Rps5","Pygl"
"102","Ccr1","Btg1","H2-Q7","Fyb","Gm26825","Neat1","AA467197"
"103","Tpm4","Xylt1","Hcar2","Tbc1d14","Pla2g7","Lsp1","Rps4x"
"104","Rps27a","Gabarap","Bcl2l11","Il1rap","Mcemp1","Pfdn5","Cdc42"
"105","Lcn2","Pik3ap1","Ubc","Syk","mt-Atp6","Rpl21","Arpc3"
"106","Arpc2","Map1lc3b","Cmip","Bcl6","mt-Co3","B2m","Msra"
"107","Bcl2l1","Fxyd5","Marcks","Wfdc17","Ier2","Ubc","Cfl1"
"108","Fosl2","Fcgr3","Tra2a","Ncf2","Gnai2","Klf6","Cd9"
"109","Tspo","Msra","Ptprj","Mtus1","Mtus1","S100a11","Eif1"
"110","Iqgap1","1700112E06Rik","Iqgap1","Rfwd2","Arhgap15","Atp6v0e","Srgn"
"111","Adam8","Ptgs2","Ddx3x","Luc7l2","Ube2h","Igfbp6","Rps20"
"112","Neat1","Ctsd","Hspa5","Ptbp3","Ptprc","Rpl13a","Lcp1"
"113","Hp","Fmnl2","Tyrobp","Hectd1","Arpc1b","Fgl2","Cebpb"
"114","Ctsd","Cd53","Chst11","Mirt1","Rps27","Rhoa","Ncf1"
"115","Lilrb4a","Smox","Sgms2","Ppp1r12a","Gmfg","Rpl10","Slfn4"
"116","Igf1r","Fnip2","Erbb2ip","Fndc3b","Cdc42","Itm2b","Anxa11"
"117","Stk17b","Atp6v1a","mt-Co1","Mef2a","Mir142hg","Serinc3","Mettl9"
"118","Actr3","Txn1","Msrb1","Tnrc6b","Ncf2","Txn1","Rps12"
"119","Gapdh","Lilrb4a","Adgre5","Hipk1","Fcgr3","Rps28","Itgam"
"120","Ptprc","Hsp90aa1","Osbpl9","Map3k3","Cers6","Hspa5","Actn1"
"121","Map1lc3b","Wwp2","Etf1","Rnf149","Svil","Rpl24","Oaz1"
"122","Zyx","Rsrp1","Fcer1g","Fgd4","Clic1","Rps25","Pgd"
"123","Cd53","Bsg","Suco","Itga4","BC117090","Ccrl2","Cnn2"
"124","Mcemp1","Rbpj","Rps27","Arhgap24","Osm","Gabarap","Rpl37a"
"125","Arhgap15","App","Clk1","Alcam","Hspa8","Il1r2","Mcemp1"
"126","Lilr4b","Chd7","Lcp1","Kpna4","Trem1","Arpc3","Rpl7"
"127","Ccnl1","mt-Atp6","Casp4","Notch2","Arpc2","Pim1","Rps10"
"128","Lamp2","Soat1","Entpd1","Susd6","Itm2b","Rpl11","Mrgpra2b"
"129","Ppp1r3b","Atp2b1","Adam17","Osbpl9","Ncf4","Pfn1","Cap1"
"130","Notch2","Upp1","S100a11","Gm26740","Rps16","AF251705","Myl12b"
"131","Dusp16","Pfkl","Sema4d","Zeb2","Gpx1","Cox4i1","Clic1"
"132","Dusp1","Cd274","Lyn","Atp2b1","App","Rbm39","Rps16"
"133","Clic1","Tyrobp","Csrnp1","Pten","Eif4ebp1","Gm2a","Cd24a"
"134","Irg1","Etf1","Tnfrsf1b","Ncor1","Cd300lf","mt-Co1","Plaur"
"135","Anxa1","Ddx5","Rps29","Pam","Ier5","Rpl35a","Ceacam10"
"136","Map2k4","Higd1a","Lilr4b","Rock1","Rpl41","Rps7","Cd14"
"137","Ddx6","Gla","Nr4a1","Fcho2","Gabarap","Rpl13","Pnkp"
"138","Gm42418","Ccl3","Lcp2","Nipbl","Rnf149","Coro1a","Mrpl33"
"139","Arpc5","Atf3","Rel","Gnaq","Ccr1","Alox5ap","Grina"
"140","Rap1b","Tbc1d15","Ncf1","Lamp2","Glrx","Cdk2ap2","H3f3b"
"141","Gda","Ankrd12","Klf2","Plcl2","Spi1","Gm5150","Dhrs7"
"142","Sub1","Cd14","Irak2","Msn","Atg3","Litaf","Gng5"
"143","Ptprj","Rabgef1","Cd44","Pan3","G0s2","Arpc1b","Mcl1"
"144","Por","B2m","App","Braf","Sorl1","H2-K1","Ldha"
"145","Diaph1","Sik3","Arf4","Il6ra","Rpl9","Zfand5","Rpl19"
"146","Gabarap","Plek","Fxyd5","Cd33","Emb","Calm1","Rpl23"
"147","Rabgef1","Il1b","Rsrp1","Dhrs9","Atxn10","Cfl1","Ifitm1"
"148","Btg2","Ankrd33b","Gpcpd1","Cxcr2","Mrpl33","Eef1a1","Arhgap15"
"149","Mrpl33","Rsrc2","Skap2","Xpr1","Lyn","Ctsd","Fpr2"
"150","Cdc42","Ccr1","Rab11fip1","Pnpla7","Ctsd","Gcnt2","G0s2"
"151","Selk","Eif5","Lpcat2","Sirpb1a","Stat3","mt-Co3","Gnb2"
"152","Rps29","Rgcc","Syk","Crebrf","Mmp9","Oaz1","Ctsd"
"153","Prdx5","Pim1","Ctnnb1","Foxp1","Cd33","H2afj","Aldoa"
"154","Sdcbp","Nfil3","Igsf6","Ankrd11","Hsp90aa1","Sub1","Mapk13"
"155","Baz2b","Hk2","Stat3","Klf6","Myl12b","Ptprc","Rpl9"
"156","Plek","Gsn","Klf6","Pygl","Akap13","Cd84","Iqgap1"
"157","Eif4a1","Isg15","mt-Co3","Pla2g7","Cfl1","Rap1b","Flna"
"158","Zcchc6","Dedd2","Hp","Nt5c2","Aldoa","S100a8","Rhoa"
"159","Suco","Ppp1r15a","N4bp1","Stk38","Pygl","Wfdc17","Pirb"
"160","Ubb","Zeb2","Sod2","Chst11","Rps10","Rps12","mt-Cytb"
"161","Kpna4","Mxd1","Sorl1","Il1r2","Steap4","Cdc42","Gm42418"
"162","Rbm39","Lamp2","Ccr1","Slpi","Ostf1","Cirbp","Rpl34"
"163","Ier3","Gng5","Arih2","March1","Tgfbi","Gmfg","Rps11"
"164","Sat1","Wsb1","Emilin2","Gtdc1","Asprv1","Txnip","Rps3"
"165","Rsrp1","Dusp1","mt-Co2","Antxr2","Zfand5","Rps15","Vsir"
"166","Myl6","Sat1","Arih1","Ndel1","Nfkbiz","Hnrnpf","Mbd2"
"167","Rbms1","Retnlg","Cd300lf","Grina","Cd14","Atp5l","Uba52"
"168","Lsp1","Bri3","Stk17b","Ptpn12","Gadd45a","Hist1h1c","Spi1"
"169","Cfl1","Atf4","Lrg1","Lilrb4a","Myl6","Mxd1","Unc119"
"170","Etf1","Slc16a3","Pfn1","Mir142hg","Pag1","Rps24","Cd47"
"171","Txn1","Agpat9","Gab2","Acap2","Ddx6","Gab2","Rpl39"
"172","Lrrfip1","Ddit3","Susd6","Atp8a1","Ndel1","Btf3","Fam65b"
"173","Pde7b","Tnfrsf23","Srsf5","Rap1b","Cdkn2d","Sh3bgrl3","Myh9"
"174","Cd300lf","Chmp4b","Gsap","Btg1","Hcst","Hdc","1110008F13Rik"
"175","Rps27","Bhlhe40","Xylt1","Kmt2e","Gpi1","Pla2g7","Rpl41"
"176","Jund","mt-Co2","Arhgap26","Zswim6","Snap23","Myl6","Cmah"
"177","Rab7","Lgals3","Slc7a11","Slc40a1","Serf2","Egr1","Rps19"
"178","Cxcr2","Tmbim6","Actr3","Rapgef6","Chil1","Pnpla2","Plac8"
"179","Pnrc1","Klf6","Egr1","Rnf144a","Gm42418","Rpl6","Dach1"
"180","Cyp4f18","Ptbp3","Ctsb","Dock11","Il1rap","Srsf5","Syne1"
"181","Fbxl5","Irg1","Il1rap","Sell","Arhgap24","Gm20388","Hmgn2"
"182","Fam134b","Atp11b","Cd53","Tsc22d3","Zfp36l2","Ncf4","Rap1b"
"183","Glrx","March7","Fgr","Arih1","Cyp4f18","Gm10076","Plp2"
"184","Rab20","Ifitm3","Fndc3b","Vmp1","Sub1","Cytip","Mxd1"
"185","Cyba","Fus","Sdcbp","March7","Plaur","mt-Atp6","Eno1"
"186","Rac2","Fndc3a","Mbnl2","Adam19","Rpl18a","Ddit3","Ube2d3"
"187","Arpc1b","Ptp4a1","Arpc3","Mcl1","Eno1","Rac2","Gpsm3"
"188","Pla2g7","Ctsz","Sik3","Mtmr3","Gng5","Chchd2","Arpc4"
"189","Btbd9","Egr1","Fbxo11","Junb","Skap2","Sat1","Cox4i1"
"190","Ube2d3","Rps9","Igf1r","Gm20388","Fam49b","Rsrp1","Rps15a"
"191","Fam107b","Stfa2l1","Lamp2","Hdac4","Emilin2","Emb","Rpl28"
"192","Clec4e","Plekhm2","Ndel1","Trp53inp1","Arhgdib","Clic1","Gsr"
"193","March7","Arg2","Serinc3","Tbl1xr1","Lilrb4a","Rps15a","Gabarap"
"194","Fcgr3","Bnip3l","Rpl41","Wipf1","Tsc22d3","Myl12b","Rps3a1"
"195","Tiparp","Msrb1","Ninj1","Dmxl2","C5ar1","Tmem59","Lamtor4"
"196","C5ar1","Picalm","Ehd1","Diaph2","Calm1","Ddx3x","Rps13"
"197","Fem1c","Rbm39","Ell2","Asxl1","Samhd1","Arpc2","Fis1"
"198","Trem3","Stat3","Fosl2","Sfxn5","Actr3","H2afz","Cdkn2d"
"199","Ostf1","Cdc42","Gabarap","Litaf","B2m","Taldo1","Rpl37"
"200","Cd33","Nedd9","Dock2","Kmt2c","Kdm7a","Rpl32","Ncf2"
"201","Ehd1","Slfn4","Cd84","Arid4b","Cd84","Snap23","Lsp1"
"202","Lyst","Pag1","Grina","Jak1","Rap1b","Cd300a","Padi4"
"203","Pafah1b1","Cox8a","Ncf4","Zfp36l2","Stfa3","Plek","Hck"
"204","Hectd1","Zfp36l1","Cd9","Rb1cc1","Glipr2","Pglyrp1","Hspa8"
"205","Pik3ap1","Slc3a2","Snx18","Cd244","Cmip","Gadd45b","Atp6v1g1"
"206","Spi1","Sh2d3c","Sat1","Rab8b","Prr13","Cxcr2","Tpm3-rs7"
"207","Kdm6b","Alkbh5","Chil1","Ythdf3","Cotl1","Dazap2","Glipr2"
"208","Slc7a11","Fbxl5","Tiparp","Ncoa1","Tmcc1","Rpl26","Sat1"
"209","Ptbp3","Ascc3","Lyst","Hmha1","Cst3","Ubl5","Ltb4r1"
"210","Pkm","Serinc3","Snx20","Actr3","Rps24","Stat3","Ier2"
"211","Ankrd33b","Nampt","Traf3","Atp8b4","Calm2","Gpcpd1","Ppp1ca"
"212","Rpl41","Csf1","Asprv1","Mgea5","Gcnt2","Vamp8","Rps28"
"213","Hck","F10","Fas","Fam134b","Ube2d3","Cox6b1","Timp2"
"214","Clk1","Zfp36","Bcl6","Dnm2","Ldha","Slfn2","Rpl35a"
"215","Braf","Arpc2","Pla2g7","Fry","Smpdl3a","Rgs2","Limd2"
"216","Atp11b","Tet2","Sf3b1","Iqgap2","AB124611","Ccr1","Rps8"
"217","Agpat9","Rpl41","Zc3hav1","Entpd1","Cytip","Gls","Atp5f1"
"218","Snap23","Cd24a","H2-T23","Marcks","Osbpl9","Rps2","Rpl17"
"219","Sh3glb1","Rplp2","Chd2","Ddx5","Ptpn1","Vim","Slfn2"
"220","Slc22a15","Inpp5d","Gadd45a","Mctp1","Eef1a1","mt-Co2","Rps5"
"221","Cotl1","Alcam","Nup98","Pacs1","Lilr4b","Tpd52","Rplp2"
"222","Wbp1l","Ddx3x","Plaur","Chd7","Clec4d","Ppp1r15a","Slc2a3"
"223","Sh2d3c","Tlr4","mt-Atp6","Rbms1","Rhoa","Atp6v1g1","Lrrk2"
"224","Chmp4b","Fos","Lst1","Fbxo11","Ccnd3","Ostf1","Rplp1"
"225","Gnai2","Ranbp2","Zfand3","Asap1","R3hdm4","1700112E06Rik","Lbr"
"226","Mir142hg","Samhd1","Neurl3","Pak2","Rps12","Rps26","G6pdx"
"227","Slc2a1","Pnpla7","Elmo1","Ptpre","Pde4b","Atp6ap2","Actr2"
"228","Sp140","Nktr","Ptp4a1","Ptpn1","Arpc5","Spi1","Esd"
"229","Rhov","Selk","Map1lc3b","Nfkbiz","Rpl17","Fus","Rps14"
"230","Rpl37","Ctsl","Socs3","Klf3","Gpsm3","Ssu72","Sh3glb1"
"231","Vps4b","Morf4l1","Txn1","Mbd5","Fam65b","Rps6","Rps23"
"232","Ncf4","Ier5","Calm2","Ctnnb1","Lamp2","Rpl36","Klf2"
"233","Pxn","Btg2","Rsrc2","Fnbp1","Cap1","Ssh2","Dbnl"
"234","Taldo1","Rbm3","Trib1","Rbm39","Plek","Dynll1","Pira2"
"235","Stat3","Rps16","Cdkn1a","Ddi2","Marcks","Eif5","Junb"
"236","Calm1","Hspa5","Rbms1","Sla","Phf21a","Gpx1","Fam49b"
"237","Gng5","Tgoln1","Fnip1","Itgal","Kpna4","Brk1","Samhd1"
"238","Arf5","Efhd2","Smox","Rasa3","Il13ra1","Ube2b","Rpl38"
"239","Tax1bp1","Prdx6","Slc16a3","Ogt","Adgre5","Laptm5","Fcgr3"
"240","Atp6v1g1","Rpl23","Coro1a","Kras","Shfm1","Cmip","Clec4a2"
"241","Anxa11","Jmjd1c","Sqstm1","Itch","March7","Rps20","Cybb"
"242","Trib1","Cd47","Rnf19b","Sirpa","Oaz1","Tceb2","Lyn"
"243","Sepn1","Lilr4b","Pbx1","Sik3","Rpl37a","Lmnb1","H2afj"
"244","Hmgb2","Rpl10","Gnb1","Xpo6","Klf6","Hmgb1","Itgb2"
"245","Hpcal1","1700017B05Rik","Malt1","Zfp407","Pbx1","Arf1","Mctp1"
"246","Gmfg","Atp6v0d1","Npepps","Lpcat2","Slfn2","C5ar1","Rpl13"
"247","Vmp1","Calm2","Cdc42","Wnk1","Lst1","Cd47","Tln1"
"248","Rpl9","Rps10","March7","Rab31","Cpd","Picalm","Rpl32"
"249","Skap2","Snap23","Atp2b1","mt-Nd4","Clec4e","Eif5a","Tmcc1"
"250","Qsox1","Optn","Fam65b","Dock8","Neat1","Cited2","Ckap4"
"251","Top1","Rab20","Rab20","Abi1","Dhrs7","Cnbp","Fpr1"
"252","Capzb","Itgam","Jdp2","Plekhm3","Cd44","Cxcr4","Ubl5"
"253","Rps16","Cmip","Polr2a","Arg2","Zfp36l1","March7","Rpl6"
"254","Rhoa","Ube2d3","Msn","Ttc7","Fgr","Tra2a","Anxa3"
"255","Fbxo11","Lyn","Hmgb2","Gsk3b","Ssh2","Pnrc1","Scand1"
"256","Ralgapa1","Lmnb1","Rps16","Wdfy3","Cd53","Atg3","mt-Nd4"
"257","Tlr4","Arpc3","Cdc42ep2","Cmah","Sh3glb1","Atp5e","Npepps"
"258","Lrg1","Ninj1","Klhl2","Cytip","Cox8a","Tspo","Psap"
"259","Myh9","Polr2a","Mapk6","Ppp2r5a","Rpl34","Clta","Capza1"
"260","Cap1","Rbm25","Nadk","Plek","Gnb2","Etf1","Ddx5"
"261","Gpcpd1","Zfand3","Csf1","Lmnb1","Dazap2","Gnai2","Rps7"
"262","Slc25a3","Rpl27a","Jak1","Cux1","Ube2b","Prdx5","Lims1"
"263","Serf2","Ets2","Rpl23","Nlrp12","Sdcbp","Ube2d3","Rpl18a"
"264","Ube2b","Antxr2","Cfl1","mt-Cytb","Ypel3","Atox1","Capzb"
"265","4932438A13Rik","Rpl18a","Ier2","Strn3","Serinc3","Selplg","Dbi"
"266","Pglyrp1","Atp6v1c1","Trem3","Snap23","Ipcef1","Fam32a","Ccnd3"
"267","Capza1","Atp6v1g1","Rab7","Zcchc6","Chmp4b","Xylt1","Rps21"
"268","Slc15a3","Rtp4","Stfa2l1","Kansl1","Rps14","Syf2","Chil1"
"269","Myl12b","Ctss","Atp6v0d1","Ankrd33b","Tspan13","Atf3","Rps25"
"270","Gcnt2","Abca1","Themis2","Wasf2","Gm5150","Ucp2","Trem3"
"271","Anxa2","Sgms2","Fam49b","Clk1","Slc2a3","Klf13","Ptprc"
"272","Atg2a","Gna13","Tax1bp1","Mapk14","Scand1","Rpl7","Gda"
"273","Chd7","Elf2","Slc15a3","Jund","Hck","Arpp19","Myo1f"
"274","Ifitm3","BC100530","Cd52","Iqsec1","Slpi","Arhgdib","Rpl27a"
"275","Ubc","Lcn2","Trps1","Slfn4","Mbd2","Skap2","Hacd4"
"276","Slc11a1","Vamp4","Orai2","Arl15","Sell","Cotl1","Serpinb1a"
"277","Zfand3","Diaph1","Il1rn","Son","Mctp2","Atp6v1f","Gsn"
"278","Dhrs9","Iqsec1","Irak3","Myh9","Adipor1","Sh3glb1","Flot1"
"279","Cox8a","Fndc3b","Pdlim5","Retnlg","Slc2a1","Srsf7","Flot2"
"280","Arih2","Prnp","Cst3","Mbnl2","Adam8","Naca","Arf1"
"281","Pitpna","Sap18","Fam134b","Fkbp5","Gab2","Gpx4","Tgfbi"
"282","Rab8b","Rps28","Cxcr4","Ccl6","Pten","Morf4l1","Chchd2"
"283","Cnnm2","Tax1bp1","Fgl2","Trim30b","Syk","Slc25a5","Sub1"
"284","Eef1a1","Gbp2b","Rpl18a","S100a6","Pnrc1","Ndel1","Skap2"
"285","Rac1","Kmt2e","Dazap2","Inpp5d","Rbm39","Ptp4a1","Cox6c"
"286","Ldha","Pgk1","Tmbim6","Irf2","Rpl30","Scand1","Vdac2"
"287","Bcl2l11","Gbp2","Cers6","Il13ra1","Atp5l","Rps19","Fbxl5"
"288","Ptp4a1","Arih2","Per1","Arhgap30","Sh3bgrl3","Tmed2","C5ar1"
"289","Themis2","Atp6ap2","Rhoa","Mier1","Fam32a","Iqgap1","Abracl"
"290","Fmnl1","Vps4b","Gm17056","Btg2","Plin2","Serp1","Rpl10"
"291","Rhog","Ndfip2","Tbc1d15","Klf7","Rpl23","Supt4a","Lst1"
"292","Dazap2","Pfkfb3","Fos","Nadk","Slc16a3","Tbc1d15","Arf5"
"293","Shfm1","Csf3r","Gtdc1","Atrx","Usp32","Bri3","Osm"
"294","Cytip","Klhl24","Steap4","Atp6v0a1","Rpl27a","D8Ertd738e","Rpl11"
"295","Kctd12","Celf2","Ifnar2","Emb","Rps23","Mdh2","H2afz"
"296","Samhd1","Baz2b","Snx10","Cbl","Adam19","Zyx","Atp5l"
"297","Csf2rb","Gbe1","Il18rap","Tab2","Gm20388","Arg2","Ndufb7"
"298","Noct","Cited2","Arcn1","Sntb2","Rps3","Fam49b","Gyg"
"299","Oaz1","Arfgef2","Nfkbid","Etv6","Klf13","Rhob","Hk3"
"300","Tmbim6","Arhgap24","Tmcc1","Eif4g3","Ucp2","Rsrc2","Lilrb4a"
