"","SC78_8_factor1","SC78_8_factor2","SC78_8_factor3","SC78_8_factor4","SC78_8_factor5","SC78_8_factor6"
"34","Cd52","Actb","S100a11","Rpl34","Hdc","Plek"
"35","Pfn1","Il1rn","Atf3","Diaph2","Ubb","Btg1"
"36","Msrb1","Actg1","Rps29","Rpl23","Cxcr2","Irg1"
"37","Prdx5","Ptprj","Spag9","Rps6","Litaf","Dusp1"
"38","Tpt1","Pik3ap1","Gadd45b","Rps13","Ube2h","Samsn1"
"39","Arpc1b","Ifrd1","Gabarap","Rpl27a","Rps9","Rnf149"
"40","Cxcl2","Hdc","Ifitm1","Foxp1","Btg1","Eif1"
"41","Anxa2","Ftl1","Ddx5","Rpl35a","Lcp1","Lmnb1"
"42","Rac2","Dennd4a","Cdk2ap2","Ptp4a2","Lyst","Ptprj"
"43","H2-D1","Zfp36","Txn1","Rpl28","Ddx6","Cd9"
"44","Ubb","Mcl1","Rps16","Rbm25","Rnf149","Btbd9"
"45","Pglyrp1","Arg2","Cst3","mt-Nd4l","Arg2","Mcl1"
"46","Ifitm3","Rab8b","Fxyd5","Ccnd3","Marcks","Kpna4"
"47","Coro1a","Ifitm2","Pfn1","Rps28","Lyn","Cmip"
"48","Arhgdib","Ier3","Plek","Rps21","Pbx1","Lilrb4a"
"49","Lrg1","Clec4d","Lmnb1","Rpl22","S100a11","Plaur"
"50","Stx11","Spag9","Map1lc3b","Rpl37a","Osbpl9","Litaf"
"51","Gm5483","Marcks","Jund","Hsp90aa1","Skap2","Baz2b"
"52","Fcer1g","Mapkapk2","Pnrc1","Dock2","H3f3a","Lyn"
"53","Itm2b","Eif1","Ets2","Jun","Actg1","H3f3b"
"54","Gnai2","Ptgs2","Litaf","Rpl39","Ssh2","Sorl1"
"55","Plaur","Slc7a11","Pim1","Ssh2","Svil","Wfdc17"
"56","Cyba","Sgms2","Cxcl2","Prrc2c","Zfp36l2","Igf1r"
"57","Myl6","Btg1","Hdc","Rpl30","Hp","Ets2"
"58","Cd14","Neat1","H2-K1","Lncpint","Lrg1","App"
"59","H3f3b","Ptafr","Rpl41","Rpl6","Cmip","Nedd9"
"60","Lgals3","Ehd1","Cd14","Rpl24","Ifitm2","Osbpl9"
"61","Arpc3","Lmnb1","Rpl17","Ptma","Stat3","Ctnnb1"
"62","Mcemp1","Tpd52","Cxcr4","Pan3","Iqgap1","Ptprc"
"63","Arpc2","H2-D1","Calm2","Ankrd44","Socs3","Cyth1"
"64","Hmgb2","H3f3b","Rpl18a","Zcchc11","Tmcc1","Pik3ap1"
"65","Cfl1","Wfdc17","Arpc1b","Rps23","Celf2","Ankrd33b"
"66","Arpc5","Litaf","G0s2","Rpl36","Arhgap26","Rabgef1"
"67","Prr13","Ets2","Ptgs2","Ppp3ca","Syk","Pim1"
"68","Serf2","Ifitm1","Rps27a","Ppia","Fam65b","Junb"
"69","Slc16a3","Csf3r","Ifitm3","Hspa8","Tyrobp","Il1rap"
"70","Sh3bgrl3","Erbb2ip","Kpna4","Rps14","Hmgb2","Emilin2"
"71","Ifitm1","Tnfaip2","Tnfaip2","Morf4l1","H2-D1","Trem1"
"72","Myl12b","Ptprc","Wnk1","Nipbl","S100a6","Tiparp"
"73","Lsp1","Lilrb4a","Rpl9","Rpl26","Cd84","Gab2"
"74","Mcl1","Btg2","Ppp1r15a","Clint1","Gab2","Csf3r"
"75","Map1lc3b","Samsn1","Lrg1","Naca","Fam49b","Braf"
"76","BC100530","Rel","Neat1","Son","Lmnb1","Fam134b"
"77","Cd9","Msrb1","Gng5","Dip2b","Map3k5","Btg2"
"78","Stfa2l1","Lcp1","Trem1","Akap13","Plek","Ddx6"
"79","Cdc42","Abtb2","Rpl23","Rps2","Cers6","Ccr1"
"80","Rps16","Tyrobp","Ifrd1","Xist","Phf21a","Arg2"
"81","Lcp1","H3f3a","Arpc3","Zcchc7","Gm42418","S100a11"
"82","Gmfg","Antxr2","Cd52","Zbtb20","Jund","March7"
"83","Junb","Fcer1g","Fgl2","Gdi2","Akap13","Gm42418"
"84","Fxyd5","Slfn2","Cox8a","Prkcb","Osm","Dusp16"
"85","Mrpl33","Chst11","Serf2","Rbm39","Txn1","Ifitm2"
"86","Btg1","Entpd1","Cd44","Arih1","Gda","Dennd4a"
"87","Mrgpra2b","S100a11","Selk","Rpl41","Fau","Pde7b"
"88","Gabarap","Ankrd33b","Rps10","Osbpl8","Igf1r","Lilr4b"
"89","Atp6v1g1","Hcar2","Cd9","Rps29","Pag1","Lamp2"
"90","Rpl37","Snap23","Csf3r","Ambra1","Arhgap24","Lcp1"
"91","Mgst1","B2m","Alox5ap","Fndc3a","Il1rap","Ell2"
"92","Mxd1","Rps9","Atp2b1","Itsn2","Snap23","Fxyd5"
"93","Pkm","Cd9","S100a8","Smg1","Fcer1g","Ncf2"
"94","Clic1","Il1r2","Cfl1","Cnbp","Tsc22d3","Ccnl1"
"95","Ddx5","2810474O19Rik","Mxd1","Arid5b","Entpd1","Hectd1"
"96","Gng5","Tpt1","Calm1","Myh9","Gadd45a","Rab7"
"97","Trem1","Fau","Inpp5d","Rel","Ddx5","Suco"
"98","Ostf1","Gm42418","Zfp36","Sh3kbp1","Ccrl2","Hif1a"
"99","Glrx","Tnfrsf1b","Samsn1","Zfp638","Arhgap15","Basp1"
"100","Rps29","Casp4","Dennd4a","Aff4","Coro1a","Ftl1"
"101","Lyz2","Ddx5","Tpd52","Srrm2","Ipcef1","Gcnt2"
"102","Gpx1","Smox","Ptprc","Gls","March7","Ralgapa1"
"103","Calm1","C5ar1","Rpl39","Rpl9","Polr2a","Cd53"
"104","Oaz1","Cd44","Stk17b","Kansl1","Ncf2","Ddx5"
"105","Cotl1","Fgr","Mir142hg","Zfand3","H3f3b","Grina"
"106","Rpl9","Pnrc1","Hp","Fnbp1","Lilrb4a","Tpm4"
"107","Grina","Picalm","Ier3","Lims1","Lst1","Arpc3"
"108","Nedd9","Rabgef1","Ubc","Hnrnpa2b1","Usp32","Isg15"
"109","Rps12","Lcp2","Chst11","Cyth1","Suco","Msrb1"
"110","Jund","Sema4d","Csf1","Mycbp2","Gadd45b","Sp140"
"111","Dusp1","Sod2","Clec4e","Wnk1","Gm5150","Fem1c"
"112","Ncf4","Ddx6","Clec4d","Jarid2","Steap4","Por"
"113","Mmp9","Kpna4","Xylt1","Map4k4","Fxyd5","Stk17b"
"114","Litaf","Ncf1","Myl6","Ikzf1","Taldo1","Myo1d"
"115","Spi1","Dusp2","Atp6v1g1","Camk1d","Sh2d3c","Atp2b1"
"116","Sat1","Actr3","Rac2","Pip4k2a","Zfand5","Lyst"
"117","Gpsm3","H2-K1","Itm2b","Utrn","Grina","S100a6"
"118","Lmnb1","Trem1","Cdc42","Fam107b","Ccnd3","Iqgap1"
"119","Actr3","Malt1","Egr1","Peli1","Cd300lf","Tyrobp"
"120","Gda","Txn1","Ifi27l2a","Kmt2e","Zyx","Ppp1r3b"
"121","Cst3","Fxyd5","Gmfg","Ybx1","Xylt1","H3f3a"
"122","Samsn1","Fbxo11","Ier2","Pitpnc1","Atg3","Rps9"
"123","Cox8a","Ccl3","2810474O19Rik","Vps13b","Pim1","Actr3"
"124","Shfm1","Ell2","Tiparp","Rps26","Dock2","Nfkbiz"
"125","Il1r2","Lrg1","Rps13","Pitpna","Pde4b","Tlr4"
"126","Iqgap1","H2-Q7","Ier5","Ppp1r12a","Chst11","Jdp2"
"127","Aldoa","Ier5","Pla2g7","Baz1a","Mctp1","Pbx1"
"128","Atxn10","Sorl1","Rab7","Ptbp3","Hcar2","Cyp4f18"
"129","Ifitm6","Jund","Taldo1","Rpl14","Trps1","Snx18"
"130","Selk","Hp","Coq10b","Malat1","Atrnl1","Fcer1g"
"131","Ube2d3","Ninj1","Arpc2","Pik3c2a","Sat1","Etf1"
"132","mt-Co1","Lst1","Kdm6b","Zeb1","Alox5ap","Mir142hg"
"133","Rps27","App","Sdcbp","Rplp0","Klf6","Notch2"
"134","Rhoa","mt-Atp6","Ncf4","Eef2","Pla2g7","Mbnl2"
"135","Rps10","Iqgap1","Myl12b","Birc6","Fbxl5","Slfn4"
"136","Hdc","Hspa5","Cyba","Abi1","Sfxn5","Map2k4"
"137","Lst1","Lpcat2","Hmgb2","Ube2d2a","Emilin2","Plk3"
"138","Zyx","Ctnnb1","Dhx40","Rps10","Eif1","Dock2"
"139","Btg2","Pde7b","Sat1","Rpl7a","Whsc1l1","Adam8"
"140","Rdh12","Nfe2l2","Rpl10","Gm26740","Ankrd33b","Fosl2"
"141","Pim1","Gpcpd1","Atp6v0e","Fli1","Dusp16","Arih2"
"142","Ncf2","Cmip","Rap1b","Myo1f","Irg1","Rab8b"
"143","App","Gsap","Etf1","Prkch","Fgr","Vps37b"
"144","Stk17b","Ppp1r15a","Ube2b","Wac","Slfn4","Fam107b"
"145","Msra","Slc16a3","Rpl30","Rps19","Nfkbiz","Vmp1"
"146","Atg3","Rab11fip1","Gm5150","Ythdc1","B2m","Slc11a1"
"147","Ctsd","Nr4a1","AF251705","Rpl21","Antxr2","Sdcbp"
"148","Ccr1","Lyn","Oaz1","Dock11","Mbnl2","Agpat9"
"149","Clec4e","Fndc3b","Hspa5","Usp34","Lsp1","Zeb2"
"150","Uba52","Ccnl1","Pfdn5","Kmt2c","Fgl2","Vps4b"
"151","Vasp","Emilin2","Sik3","Lrrc8d","Adgre5","Dhrs9"
"152","Clec4d","Relb","Igfbp6","Bre","Spi1","Gda"
"153","Ier3","Pbx1","Srsf5","Dyrk1a","Tspan13","Trib1"
"154","Csf3r","Xylt1","Cstb","Gm42418","App","Inpp5d"
"155","Eno1","Arpc3","Irg1","Col4a3bp","Ltb","Dopey2"
"156","Tpd52","Cd274","Rnf149","Cdk13","Fam134b","Slc15a3"
"157","Tmbim6","Adam17","Gnai2","Rassf3","Tspo","Arhgap15"
"158","Ier5","Vasp","Trib1","Arid1b","Bcl6","Arhgap26"
"159","Rap1b","Mrgpra2b","Fos","Fus","Cd44","Sntb2"
"160","Sgms2","Grina","Ccr1","Sppl3","Cytip","H2-D1"
"161","H2-K1","Rap1b","Rpl37","Rock1","Sdcbp","Tpt1"
"162","Gnb2","Pfn1","Sh3bgrl3","Btbd7","Rap1b","Nlrp3"
"163","Adam8","Rbpj","Cytip","Gm20388","Nup98","Zcchc6"
"164","Sri","Slc15a3","Ddit3","Crebbp","Tbc1d15","Diaph1"
"165","Arf5","Gpbp1","Lsp1","Rock2","Prkcb","Cdk17"
"166","Ndel1","S100a6","Ctsb","Rps12","Pfn1","Sh2d3c"
"167","Cap1","Snx18","Arpc5","Arfgef1","Rab8b","mt-Co1"
"168","Arpc4","Lilr4b","Anxa2","Tnrc6c","Selplg","Cd300lf"
"169","Pygl","mt-Co3","Tmbim6","Epb41","Rsrc2","Gpcpd1"
"170","Sh3glb1","Ndel1","Emb","Elf1","Abtb2","Itpkb"
"171","Cmip","Lyst","Ddx3x","Srrm1","Camk1d","Ptgs2"
"172","1110008F13Rik","Traf3","Grina","Wasf2","Samsn1","Kdm6b"
"173","Fcgr3","Icam1","Pik3ap1","Pak2","Anxa2","Smchd1"
"174","Cd44","Osbpl9","Clic1","Atp2b1","Ndel1","Egr1"
"175","Asprv1","Trps1","Snap23","Gnb1","Lamp2","2810474O19Rik"
"176","Rpl41","Cd52","Tceb2","Chka","Ier5","Trps1"
"177","Ier2","Ccr1","Ube2d3","Aff1","Rbm39","Skap2"
"178","Arg2","Lsp1","Gm2a","Atrx","Ctsd","Klhl2"
"179","Ptprc","Adgre5","Ndel1","Ago2","Anxa1","Marcks"
"180","Rpl18a","Steap4","Ctsd","Dock8","Atp8a1","Pag1"
"181","Mmp8","N4bp1","Ncf2","Cd47","Cxcl2","Rab20"
"182","Ube2b","mt-Co2","Rhoa","Tnrc6b","Hdac4","Mirt1"
"183","Ubl5","Bcl2a1b","Gab2","Uvrag","Ets2","C5ar1"
"184","Lyn","Igf1r","Coro1a","Lrrfip2","Ccr1","Ctsd"
"185","Pnrc1","Ncf4","Supt4a","Hnrnpf","Klhl2","Aff4"
"186","H2afz","Hck","Rpl37a","Arid4b","Mctp2","Ptbp3"
"187","Dnaja1","Syk","Plk3","Nfat5","Cd52","Ifitm1"
"188","R3hdm4","Ubb","Slc16a3","Uba52","Dmxl2","Pnrc1"
"189","Tpm4","Gcnt2","Chmp4b","Ctss","Tnfaip2","Syk"
"190","Trem3","Trem3","Msn","Zfp407","G0s2","Ago2"
"191","Rpl17","Fosl2","Polr2a","Tgfb1","Trim30a","Bcl2l1"
"192","Emb","Rac2","Jdp2","Inpp5d","Serinc3","Snap23"
"193","B2m","Sik3","Rabgef1","Npc2","Apbb1ip","Txn1"
"194","Timp2","Ddx3x","Rps23","Eml4","Clec4d","Tnfrsf1b"
"195","Rps13","Coq10b","Chchd2","Tbc1d5","Klf3","Atrnl1"
"196","Cyp4f18","Skap2","Nfe2l2","Lnpep","Tra2a","Tnfaip2"
"197","Glipr2","Arih2","Zfand5","Stag1","Mir142hg","Rbms1"
"198","Rpl23","Fbxl5","Braf","Zfr","Ddx3x","Stat3"
"199","Fis1","Rab20","Mrpl33","Itga4","Ctnnb1","Anxa11"
"200","Dhrs7","Plaur","Rpl27a","Cdc42","Sell","Slc2a1"
