"","SC78_8_factor1","SC78_8_factor2","SC78_8_factor3","SC78_8_factor4","SC78_8_factor5","SC78_8_factor6","SC78_8_factor7"
"90","Tspo","Lrg1","Pag1","Lcp2","Ankrd33b","Shfm1","Rps14"
"91","Map1lc3b","Cfl1","Arhgap15","Ncf1","Pde7b","Atp6v1g1","Rpl22l1"
"92","mt-Co3","Arpc3","Ipcef1","Malt1","Ccr1","Mmp8","Ambra1"
"93","Anxa1","Rps13","Txn1","Dusp2","Ets2","Mmp9","Fus"
"94","Hmgb2","Alox5ap","Gadd45a","2810474O19Rik","Ccnl1","Stfa2l1","Rps21"
"95","Pfn1","Calm1","Fcer1g","S100a11","Isg15","Nedd9","Gdi2"
"96","mt-Atp6","Selk","Fau","Ankrd33b","Rab7","Rpl37","Rps29"
"97","Ncf2","Egr1","Gadd45b","Tnfrsf1b","Fem1c","Cd14","Kansl1"
"98","Lilrb4a","Rpl30","Gda","H2-K1","Tlr4","Rps16","Rpl35"
"99","Ddx6","Cd44","Ddx5","Sema4d","H3f3b","Cd9","Pik3c2a"
"100","Clec4e","Stk17b","March7","Chst11","Sp140","Atxn10","Pbx1"
"101","mt-Co1","Mir142hg","Gm5150","Antxr2","Gcnt2","Rps10","Rpl7a"
"102","Coq10b","Csf3r","Ccnd3","C5ar1","Ralgapa1","H3f3b","Macf1"
"103","Coro1a","Cd9","Zfand5","Rps9","Itpkb","Lcp1","Cnbp"
"104","Isg15","Myl6","Entpd1","H2-Q7","Cdk17","Gabarap","Clint1"
"105","Pnrc1","Dennd4a","S100a6","Gm42418","Ncf2","Gpsm3","Fnbp1"
"106","Sorl1","Ptprc","Usp32","Cd9","Arhgap15","Ncf4","Rpl30"
"107","Pik3ap1","Cdc42","Lst1","Ccl3","Suco","Slc16a3","Fndc3a"
"108","Gabarap","Rps23","Steap4","Pnrc1","Vmp1","Spi1","Arid1b"
"109","Cd52","Tpd52","Coro1a","Fau","Dennd4a","Eno1","Map4k4"
"110","Lyn","Itm2b","Lilrb4a","Tpt1","Csf3r","Cst3","Tra2a"
"111","Alcam","Ubc","Ncf2","Entpd1","Smchd1","Rhoa","Epb41"
"112","Ier3","Zfp36","Suco","Fbxo11","Junb","Aldoa","Rpl24"
"113","Tiparp","Dhx40","H3f3b","Ddx5","Fxyd5","Sri","Morf4l1"
"114","Wfdc21","Samsn1","Dock2","Il1r2","Arg2","Asprv1","Birc6"
"115","Rab7","Gmfg","Cd300lf","Ninj1","Jdp2","Fxyd5","Peli1"
"116","Lst1","Ier3","Fxyd5","Actr3","Por","Msra","Srrm2"
"117","Braf","Hp","Trps1","Ier5","Inpp5d","Actr3","Camk1d"
"118","Il1rap","Rplp2","Atg3","Smox","Arhgap26","Gda","Son"
"119","mt-Co2","Rac2","Zyx","Ddx6","Notch2","Rpl23","Smg1"
"120","Sh2d3c","Ier2","Sh2d3c","Txn1","Lyst","Timp2","Ccl4"
"121","Gm42418","Chst11","Atrnl1","Picalm","Aff4","1110008F13Rik","Map3k5"
"122","Suco","Igfbp6","Grina","Rabgef1","Lcp1","Cox8a","Lyn"
"123","March7","Mxd1","Klf6","Gsap","Klhl2","Il1b","Dock11"
"124","App","Pla2g7","Whsc1l1","Lpcat2","Pbx1","Cxcl2","Fryl"
"125","Iqgap1","AF251705","Ccrl2","Cd274","Grina","Rps13","Hnrnpa2b1"
"126","Zfp36","Myl12b","Slfn4","Rab11fip1","Trem1","Pygl","Atp2b1"
"127","Ptprj","Arpc2","Pim1","Relb","Actr3","Mxd1","Serbp1"
"128","Mrpl33","Atp6v0e","Xylt1","Hspa5","Runx1","Mcl1","Prkch"
"129","Stfa2l1","Xylt1","Taldo1","Lrg1","Mir142hg","Rpl34","Wnk1"
"130","Gm5150","Ifi27l2a","Sat1","Cd44","Arih2","Rdh12","Igf1r"
"131","Vps37b","Clec4e","Pla2g7","Fxyd5","Agpat9","Ddx5","Rpl26"
"132","Lsp1","Rps21","Pde4b","Nr4a1","Dhrs9","Ube2d3","Nsf"
"133","Arpc1b","Kdm6b","Ltb","Kpna4","Rab8b","Btg1","Rpl15"
"134","Gm5483","2810474O19Rik","Mctp1","Trem1","Vps4b","Sat1","Fbxl17"
"135","Rac2","Coq10b","Chst11","Lst1","Cyp4f18","Vasp","Elf1"
"136","Rps27a","Oaz1","Fgr","Traf3","Zeb2","Grina","Dock8"
"137","Anxa2","Rpl37a","Irg1","Ell2","Ago2","Iqgap1","Ankrd11"
"138","Sat1","Rps8","B2m","Jund","Iqgap1","Rps27","Zeb1"
"139","Etf1","Etf1","Sfxn5","Hp","Btg2","App","Stag1"
"140","Lamp2","Rps3","Emilin2","Nfe2l2","Sntb2","Arf5","Celf2"
"141","Nedd9","Tiparp","Tspan13","Ppp1r15a","Zcchc6","Gnb2","Nipbl"
"142","Actr3","Ube2b","Hcar2","Sorl1","Ptbp3","Rpl37a","Aff4"
"143","Gnai2","Clec4d","Bcl6","Rbpj","Trps1","Rps14","Rps5"
"144","Gcnt2","Ncf4","Fbxl5","Adam17","Slc11a1","Ifitm1","Ago2"
"145","Gab2","Atp6v1g1","Ankrd33b","Fndc3b","Wfdc17","Tmbim6","Lrch1"
"146","Ccl6","Cyba","Dusp16","Icam1","Sdcbp","Myh9","Mycbp2"
"147","Ccnl1","Taldo1","Alox5ap","Gpcpd1","Sp100","Slfn2","Rplp0"
"148","Myl6","Ier5","Fam134b","Gpbp1","Diaph1","Rpl30","Lrrc8d"
"149","Gda","Srsf5","Nfkbiz","Vasp","Slc15a3","Junb","Rps23"
"150","Mir142hg","Rpl27a","Adgre5","Iqgap1","Plin2","Ier2","Tbc1d5"
"151","Osm","Hspa5","Cytip","N4bp1","Nfkbiz","Arhgap15","Ikzf1"
"152","Arpc2","Rab7","Eif1","Bcl2a1b","Fndc3b","Adam8","Polr2a"
"153","Fosl2","Rplp1","Rap1b","Pfn1","Atrnl1","Rpl18a","Vps13b"
"154","Ier5","Sdcbp","Rsrc2","Snx18","Adam8","Cap1","Inpp5d"
"155","B2m","Pfdn5","Camk1d","Pbx1","Dopey2","Sh3glb1","Gls"
"156","Baz2b","Gm5150","Abtb2","Ctnnb1","Mirt1","mt-Co1","Zfp638"
"157","Cd53","Cstb","Sdcbp","Hck","Mbnl2","Ubl5","Arid5b"
"158","Ctsd","Sat1","Prkcb","App","Bcl2l1","R3hdm4","Npepps"
"159","Gmfg","Trib1","Tbc1d15","Rap1b","Fosl2","H2afz","Ubac2"
"160","Pla2g7","S100a8","Spi1","Pde7b","Arpc3","Arpc4","Utrn"
"161","Ctnnb1","Rps14","Selplg","Lyn","Fbxo11","Trem1","Ankrd12"
"162","Atp6v1g1","Cytip","Mbnl2","Ccnl1","Trib1","H2-K1","Baz1a"
"163","Snap23","Rap1b","Lsp1","Slc15a3","Rbms1","Dstn","Rpl9"
"164","Rap1b","Ctsb","Rbm39","Mrgpra2b","S100a11","Selk","Sgms1"
"165","Stx11","Lsp1","Antxr2","Cmip","Irak2","Ldha","Thoc2"
"166","Plk3","Hmgb2","Fgl2","Emilin2","Etf1","Dhrs7","Gm20388"
"167","Cyba","Sik3","Trim30a","Ncf4","Plk3","Zyx","Kmt2e"
"168","Ptgs2","Gnai2","Cd44","Zc3hav1","Gm26740","Hck","Uvrag"
"169","Sdcbp","Sh3bgrl3","Ier5","Trps1","Ddx5","H2afj","Aff1"
"170","Hcar2","Ddit3","Atp8a1","Igsf6","Chd7","Trem3","Ptbp3"
"171","Retnlg","Gm2a","Lamp2","Grina","Stk17b","Glipr2","Cdk13"
"172","Tnfaip2","Gm10076","Tspo","Ubb","Rab20","Dnaja1","Rock2"
"173","Nfkbiz","Ube2d3","Ctsd","Lilr4b","Pag1","Atp6v0e","Rpl17"
"174","Myl12b","Tceb2","Klhl2","Steap4","Ifitm2","Hmgn2","Eml4"
"175","Pglyrp1","Vps37b","Apbb1ip","Lyst","Wnk1","Cox4i1","mt-Atp8"
"176","Por","Ncf2","Ndel1","Adgre5","Chd2","Fis1","Baz2b"
"177","Lcn2","Polr2a","Anxa2","Arpc3","Marcks","Tpm3-rs7","Kmt2c"
"178","Arpc5","Emb","Hdac4","Nfkbie","Gtdc1","Mbd2","Zfp36l2"
"179","Zyx","Rhoa","App","Cd52","2810474O19Rik","Cnn2","Ctss"
"180","Selk","Tmbim6","Rab8b","Fas","C5ar1","Ly6g","Pip4k2a"
"181","Prr13","Mbnl2","Nup98","Rac2","Cd300lf","Rpl41","Foxn3"
"182","Cyp4f18","Arpc5","Pfn1","Trem3","Slc22a15","Ube2b","Ncoa1"
"183","Mrgpra2b","Ddx3x","Dmxl2","Oser1","Gk","Rplp0","Atp8a1"
"184","Atg3","Chchd2","Samsn1","Lsp1","Skap2","Gpi1","Jak1"
"185","Sp140","Jdp2","Ccr1","Zfand3","Dgat1","Emb","Pitpnc1"
"186","Cdc42","Clic1","Tnfaip2","Cdc42ep2","Nlrp3","Samhd1","Dyrk1a"
"187","Cd300lf","Anxa2","Mctp2","Gpr132","Ctsd","Vim","Nfkb1"
"188","Btbd9","Plk3","Serinc3","S100a6","Stat3","Rpl27a","Ncf1"
"189","Pde7b","Rnf149","Clec4d","Syk","Gda","Ctsd","Tnrc6b"
"190","Gapdh","Ccr1","Tra2a","Txnrd1","Cltc","Chil1","Rassf3"
"191","Tpm4","Msn","Klf3","Dock2","Slc2a1","Fbxl5","Dgkd"
"192","Lyst","Gab2","Cdkn2d","Slc16a3","Gpcpd1","Scand1","Rps4x"
"193","C5ar1","Pik3ap1","Arih1","Irak3","Kdm6b","Lst1","Clk1"
"194","Lilr4b","Coro1a","Mir142hg","Skap2","Tnfrsf1b","Jund","Rab10"
"195","Dusp16","Gm43661","Prr5l","Gcnt2","Myh9","Lrrfip1","Tsc22d2"
"196","Igf1r","Rpl38","Fcgr3","Nadk","Syk","Mctp1","Lcor"
"197","Kdm6b","Fos","Ets2","Zc3h12a","Dusp5","Psap","Rps17"
"198","Ddx3x","Snap23","Anxa1","Susd6","Gfod1","Samsn1","Camp"
"199","Marcks","Ctsd","Ddx3x","Igf1r","Zfand3","Fcgr3","Ifrd1"
"200","Trib1","Ptk2b","Sell","Neurl3","Rlf","Ncf2","Ncor1"
