"","SC78_9_factor1","SC78_9_factor2","SC78_9_factor3","SC78_9_factor4","SC78_9_factor5","SC78_9_factor6","SC78_9_factor7","SC78_9_factor8"
"270","Slc16a3","Tmcc1","1810058I24Rik","Acap2","Capzb","Mgst1","Chmp4b","Cited2"
"271","Tbk1","Txn1","Atp6ap2","Zfand5","Rps7","Rps21","Gpcpd1","Rpl23"
"272","Gng5","Rpl23","Ube2i","Ythdf3","Flot1","Skap2","Itgb2","Rbm3"
"273","Trem3","Cd52","Gnb2l1","Spi1","Rps21","Il1rap","Col4a3bp","Kmt2e"
"274","Mefv","Klf3","Rap1b","Pfn1","Skap2","Vamp8","Atp6v0d1","Baz2b"
"275","Sf3b1","Tra2b","Cox6c","Cmah","Ubl5","Atp6v0e","Sh3glb1","Vps4b"
"276","Fam49b","Plaur","Eif4ebp1","Atp8b4","Hk3","Ndel1","Spi1","Csf3r"
"277","Elmo1","Dazap2","Plac8","Mbnl2","H2afj","Zfp36l2","Kctd12","Erbb2ip"
"278","Klf6","Wsb1","Runx1","Entpd1","Rpl6","Il13ra1","Mirt1","Klhl24"
"279","Baz1a","Ube2b","Ppib","Atg3","Scand1","Tceb2","Capzb","Rps16"
"280","Ell2","Pde4b","Gm20388","Alcam","Rpl18a","Rps7","Arf4","Tax1bp1"
"281","Spata13","Irs2","Cxcr4","Rab31","Abracl","Rbm3","Srsf5","Rpl10"
"282","Igf1r","Rpl37","Tprgl","Slfn4","Hopx","Lyz2","2810403A07Rik","Atp6ap2"
"283","Rac2","Ppp3ca","Arf5","Nfam1","Ppp1r2","Mrgpra2b","Csf2rb","Dusp5"
"284","Fyb","Fnip1","Ndufa7","Coro1a","Dbi","H2-K1","Cotl1","Jdp2"
"285","Gab2","Fam134b","Scarb2","Rb1cc1","Cmip","Anp32a","Prdx5","Arpc3"
"286","Tapbp","Ankrd33b","Atg3","Fxyd5","Hacd4","Ddx6","Cap1","Tnrc6b"
"287","H2-Q4","Ubn1","Atp5b","Arl15","Arf1","Tmbim6","Glrx","Arhgap24"
"288","Sdcbp","Nfil3","Tma7","Clk1","C5ar1","Tpm3-rs7","Rock1","Rps10"
"289","Cers6","Slbp","Gab2","Diaph2","Rab8b","Plin2","Pitpnc1","Per1"
"290","Abca1","Wipf1","C5ar1","Vmp1","Sqrdl","Cd47","Tgoln1","Rtp4"
"291","Cdk2ap2","Lyst","Abracl","Mbd5","Rpl27a","Vasp","Myo1d","Ifitm3"
"292","Rps23","Foxp1","Eef1b2","Ogt","Sp140","Rhog","Dopey2","Crebrf"
"293","Sell","Gla","Ppp1ca","Pak2","Ndufb7","Rps4x","Klf7","Wipf1"
"294","Rpl17","Celf2","Pim1","Ftl1","Prkcb","Rpl6","Ostf1","Gbe1"
"295","Fam65b","Chka","Drap1","Gnai2","Ppp2r5a","Serp1","Lsp1","Gnaq"
"296","Mrgpra2b","Rps21","Cd63","mt-Cytb","H2afz","Kdm7a","Arf5","Rab8b"
"297","Lcn2","Klf10","Mrfap1","St3gal4","Vdac2","Adipor1","Rlf","AA467197"
"298","Ier2","Zfos1","Rplp0","Pim1","Gsn","Rpl10","Fcgr3","Sf3b1"
"299","Gadd45a","Phf21a","Psenen","Ttc7","Gyg","Ppp1ca","Sf3b1","Ndfip2"
"300","Ptp4a1","Hdac4","Rpl15","Rasa3","App","Sdcbp","Slc2a1","Atp6v1g1"
