"","SC78_2_factor1","SC78_2_factor2","SC78_2_factor3","SC78_2_factor4","SC78_2_factor5","SC78_2_factor6"
"48","Lmnb1","Rps25","Retnlg","Btg2","Junb","Clec4d"
"49","Inpp5d","Calm1","Rnf149","Zfp36","Hdc","Fgr"
"50","Tlr4","Gng5","Cmip","Cxcr4","Tpt1","Spag9"
"51","Smox","Cst3","Slc7a11","Ccrl2","Trem1","Actb"
"52","Litaf","Cox8a","S100a11","Entpd1","Samsn1","Mapkapk2"
"53","Lilrb4a","Rplp1","Zfp36l2","Ptprc","Grina","Dennd4a"
"54","Picalm","Runx1","Akap13","Ddx5","Lmnb1","Ptgs2"
"55","Fem1c","Rps12","Arg2","Fcer1g","Arpc3","Btg1"
"56","Sorl1","Tyrobp","Osbpl9","Ifrd1","Spag9","Zfp36"
"57","Rnf149","Ubl5","Cxcr2","Rnf149","Litaf","Slc7a11"
"58","Cyth1","Coro1a","Iqgap1","Neat1","Fxyd5","Mcl1"
"59","March7","Ubb","Lmnb1","Wnk1","Mcl1","Eif1"
"60","Cd53","Gm10076","Svil","Mxd1","Lyz2","Neat1"
"61","Igf1r","Sh3bgrl3","Igf1r","Tpd52","Coro1a","Tnfrsf1b"
"62","Eif1","Arhgdib","Gcnt2","Tnfaip2","Alcam","Cd44"
"63","Gm26740","Fcer1g","Ncf2","Slc16a3","Ndel1","Tnfaip2"
"64","Gcnt2","Uba52","Rps9","Irg1","Tpd52","Lmnb1"
"65","Egr1","Ftl1","Cxcr4","Alcam","Xylt1","H2-D1"
"66","Ccr1","Ifitm3","Lyn","Sik3","Ets2","Chst11"
"67","Tpd52","Arpc5","Lcp1","Fgl2","Cyp4f18","Arg2"
"68","Dock2","Rps9","Btg1","Rab7","Pim1","Samsn1"
"69","Nedd9","Rps21","Txn1","Samsn1","Pfn1","Ptprc"
"70","H3f3b","Eif1","Ipcef1","B2m","Ccr1","Ier3"
"71","Plk3","H3f3b","Ccl6","Ubb","Fcer1g","Malt1"
"72","Kpna4","S100a8","Samsn1","Ddx3x","Rnf149","Ets2"
"73","Trib1","Gpx1","Gda","Egr1","Csf3r","Entpd1"
"74","Dennd4a","Rpl8","Prkcb","Chst11","Adam8","Lcp1"
"75","Fxyd5","Btf3","Klf2","Txn1","Lcn2","Cd9"
"76","Cdk17","Ybx1","Tyrobp","Irak2","Btg2","Nr4a1"
"77","Ncf2","S100a11","Elmo1","Vps37b","Cd52","Ifitm2"
"78","Vmp1","Cox4i1","Xylt1","Pnrc1","Picalm","Cd274"
"79","Il1rap","Atp5e","H2-D1","Cd14","Actr3","Csf3r"
"80","Ell2","Hmgb2","Ubb","Rps27","Ncf2","Litaf"
"81","Myo1d","Rpl36","Camk1d","Csrnp1","Mgst1","Ftl1"
"82","Emilin2","Cfl1","Klf6","Gabarap","Mcemp1","Icam1"
"83","Fam107b","Map1lc3b","Ddx6","Pfn1","Cmip","Btg2"
"84","Sntb2","Cotl1","Antxr2","Taldo1","Lyn","Lilrb4a"
"85","Pde7b","Malat1","Mctp1","Coq10b","Anxa2","Vasp"
"86","S100a8","Rps8","Stat3","Basp1","Ptprc","Hcar2"
"87","Pim1","Pglyrp1","Hcar2","Gab2","Gm5483","Ankrd33b"
"88","Osbpl9","Gabarap","Plek","Ncf2","Mmp9","Ninj1"
"89","Ralgapa1","Actg1","Ppp3ca","Picalm","Arg2","2810474O19Rik"
"90","Mirt1","H2afj","Usp32","Ndel1","Hp","Ncf1"
"91","Smchd1","Rhoa","Jund","Etf1","Tpm4","Antxr2"
"92","Tmsb4x","Ccnd3","Marcks","Slc7a11","Iqgap1","B2m"
"93","Braf","Ptp4a2","Dock2","Sgms2","Lilrb4a","Nadk"
"94","Sp140","Gapdh","Ddx5","Emilin2","Ddx5","Tyrobp"
"95","Irg1","Rpl38","Gm42418","Sorl1","Arpc2","Abtb2"
"96","Ccnl1","Gnai2","Trps1","Rps29","Gapdh","H3f3a"
"97","Ppp1r3b","Arpc4","Cd44","Ccr1","Cap1","Gsap"
"98","Fosl2","Ostf1","S100a6","Plaur","App","Actr3"
"99","Trem1","Ubl3","Sfxn5","Plk3","Chst11","Bcl2a1b"
"100","Rab7","Gm42418","Ncor1","Kdm6b","Mrpl33","Ccl3"
