"","SC78_9_factor1","SC78_9_factor2","SC78_9_factor3","SC78_9_factor4","SC78_9_factor5","SC78_9_factor6","SC78_9_factor7","SC78_9_factor8","SC78_9_factor9"
"63","Vasp","Ifrd1","Zfp292","Zyx","Ddx5","Cpd","Clec4d","Rpl37","Fgl2"
"64","Txn1","H3f3b","Ubc","Btg1","Nedd9","Lcp1","Hcar2","Rps7","Socs3"
"65","Dstn","Ddx5","Fam162a","Tpd52","Snx18","Il18rap","H2-D1","Naca","Ddx5"
"66","H2-D1","Arid4b","Tpd52","Zfp36","App","Srgn","Lpcat2","Rpl9","Cd52"
"67","Prr13","Sptan1","Ctsb","Cyba","Stx11","Cd44","Ptgs2","Cox6b1","Rpl41"
"68","Fcer1g","Pag1","Rps27","Fxyd5","Ctnnb1","Nedd9","Erbb2ip","Ubl5","Tsc22d3"
"69","Mgst1","Rgs2","Emilin2","Pkm","Arg2","Klf2","Gsap","Rps15","Pfn1"
"70","Gpx1","Neat1","H2-K1","Cxcr2","Osbpl9","Rassf3","Lcp2","Gng5","Rpl9"
"71","Taldo1","Nabp1","Btg1","Jund","Cyth1","Map3k5","2810474O19Rik","Rps25","Lsp1"
"72","Rps27a","Jund","Npepps","Il1r2","Fxyd5","Cd84","Actg1","Rps15a","Rps10"
"73","Gpi1","Clk1","G0s2","Klf2","Grina","Camk1d","Abtb2","Rps2","Gpcpd1"
"74","Itm2b","Ftl1","Osbpl9","Gda","Il1rap","Ube2h","Igsf6","Fau","B2m"
"75","Msrb1","Tmsb4x","Gm42418","Arpc3","Stfa2","Fam65b","Ehd1","Hmgb1","Ccnd3"
"76","Hmgb2","Nufip2","Cd300lf","H3f3b","Hilpda","Stk17b","Dusp1","Pfdn5","Cd84"
"77","Gnai2","Il1b","Fcer1g","Anxa2","Klhl2","Iqgap1","Ifitm1","Rpl35a","Arpc3"
"78","Arpc2","Ccnl1","Igf1r","Atp6v1g1","Ets2","Vav3","Dennd4a","Oaz1","Igfbp6"
"79","Pkm","Tob1","Clec4d","Eif1","Fau","Cask","Snap23","Dynll1","Rpl39"
"80","AA467197","Nup98","Grina","Stfa3","mt-Co2","Myo1f","Pnrc1","Rpl26","Picalm"
"81","Shfm1","Txnip","Xylt1","mt-Co2","Pfn1","Pip5k1b","Traf3","Atp5l","Gcnt2"
"82","Ostf1","Chka","Lyst","Rps29","Alox5ap","Tmsb4x","H3f3b","Rpl22","Ptma"
"83","Vim","Gm20388","Ptgs2","Socs3","Jdp2","Mctp2","C5ar1","Arpc1b","Coro1a"
"84","Sri","Cmip","Pfkp","Hdc","Rdh12","Rbm47","Ifitm2","Itm2b","Ccr1"
"85","Arpc5","Jmjd1c","Gabarap","Picalm","Hif1a","Med13l","Ftl1","Prdx5","Gabarap"
"86","Fau","Atf4","Ppp1r3b","Mcemp1","Ncf2","Numb","H2-K1","Rpl7","Zfp36l2"
"87","Rpsa","Pabpc1","Phf21a","Selplg","Rnf149","Zfand3","Oser1","Rpl36","Pla2g7"
"88","Actr3","Rsrc2","Rps29","Rpl37","Sorl1","Atxn1","Tnfrsf1b","mt-Atp6","Rpl17"
"89","Cebpb","Cd24a","Map1lc3b","Cxcl2","Bcl2l1","Tmem164","Trem1","Gpx4","Cxcr2"
"90","Calm1","Sat1","Fxyd5","Gnai2","Lyn","Mxd1","Il1r2","Cd52","Gm5150"
"91","Rps29","Irs2","Dusp1","Arpc1b","mt-Co3","Mtus1","Btg2","Gnb2l1","Lmnb1"
"92","Srgn","Hnrnpa2b1","Spag9","mt-Atp6","mt-Atp6","Diaph1","Marcks","Ssu72","Rpl23"
"93","Slfn4","Lmnb1","Arid5b","mt-Co3","Tpm4","App","Fbxl5","Brk1","Ier2"
"94","Ubb","Abtb2","Hectd1","Glrx","Junb","Rlf","Eif1","Tpt1","Stfa2l1"
"95","Cotl1","Arhgap26","P4ha1","Stk17b","H2-D1","Tbc1d14","Ier5","Atp5h","Snap23"
"96","Ncf4","Wsb1","Gm5483","Mxd1","Neat1","Actb","Cdc42ep2","Atp5e","mt-Co1"
"97","R3hdm4","Tiparp","Cd53","Fbxl5","Lcp1","Syk","Rab11fip1","mt-Co3","Iqgap1"
"98","Cdc42","Rapgef6","Ap3s1","Gmfg","Fosl2","Dusp1","Ninj1","Rps19","Grina"
"99","Gmfg","Il1rap","Fcgr3","Iqgap1","Adam8","Bcl6","Lmnb1","Cox6a1","Zyx"
"100","Eif1","Zfp36l2","Rlf","Gpx1","Igf1r","Tpd52","Lilrb4a","Tceb2","Txn1"
