"","SC78_9_factor1","SC78_9_factor2","SC78_9_factor3","SC78_9_factor4","SC78_9_factor5","SC78_9_factor6","SC78_9_factor7","SC78_9_factor8","SC78_9_factor9"
"242","Myo1f","Vav3","Nedd9","Cox8a","Spi1","Zfp407","Rpl41","Rac1","Gpx1"
"243","Itgb2","Sgms1","Rpl18a","Chmp4b","Chd7","Wdfy3","Mefv","Sep15","Msn"
"244","Clec4a2","Hdac4","Ascc3","Slc2a3","Qsox1","Plekhm3","Tax1bp1","Psma7","Fam65b"
"245","Sh3glb1","Nktr","Optn","Slc16a3","Slc25a3","Klf3","Ell2","Ctsd","Ypel3"
"246","Rps14","Ifitm1","Vamp4","Rps14","Hpcal1","Wnk1","Sorbs1","Ctsa","Ptp4a1"
"247","Hspa8","Trem3","Itgam","Il1rap","Myh9","Rasa3","Smox","Sf3b5","Calm2"
"248","Skap2","Gclc","Atp11b","Hspa8","4932438A13Rik","Fam134b","Man2a1","Morf4l1","Rpl21"
"249","Mctp1","Nfe2l2","Morf4l1","Gcnt2","Skap2","Ttc7","Dapp1","Psenen","Cd300a"
"250","Gda","Adgre5","Selk","Slpi","Zfand3","Nlrp12","Tapbp","Gm20388","Lilrb4a"
"251","Tln1","Sorl1","Ranbp2","Atp5l","Capza1","Zfp36l2","Lst1","Rpl7a","Cirbp"
"252","Rps23","Antxr2","Jmjd1c","Cd53","Calm1","Rab31","Gpr132","Mrps24","Cd244"
"253","Lrrk2","Calm1","Atp6v1g1","Ccnd3","Slc15a3","Abi1","Tfe3","Lamtor2","Klf3"
"254","Atp5f1","Pdcd4","Retnlg","Adam8","Bcl2l11","Kras","Arhgap26","Gnb2","Samhd1"
"255","Rps8","Gcnt2","Cd47","Ube2b","Pkm","Arl15","Grina","Ltb","Bcl6"
"256","Lilrb4a","Hectd1","Rbm3","Pten","Arf5","Strn3","Fosl2","Atp5j","Lamp2"
"257","Rpl38","Srrm2","Pfn1","Slc2a1","Cnnm2","Kansl1","Gtdc1","Scarb2","Nfe2l2"
"258","Rps5","Cpeb4","Ninj1","Ier5","Tra2a","Slfn4","Klf2","Rps17","Vamp8"
"259","Capzb","Notch2","Rab20","Ubl5","Slc11a1","Gsk3b","Sf3b1","Ndufb7","Tmbim6"
"260","Ppp1r2","Npepps","Nktr","Cd44","Ago2","Fbxo11","Mtmr6","Hnrnpa0","H2afz"
"261","C5ar1","Kdm7a","Sorl1","Dazap2","Mbnl2","Cmah","Tlr2","Iscu","Tmem59"
"262","Capza1","Ptp4a1","Atp6v1c1","Tarm1","Capzb","Trim30b","Emilin2","Rac2","Itga4"
"263","Trem3","Lcorl","Rpl10","Pde4b","Ncf4","Arg2","Arih1","Polr1d","Osbpl9"
"264","Rpl18a","Rlf","Calm2","Fam32a","Pitpna","Cux1","Plaur","Srp9","Fam32a"
"265","Timp2","Fam49b","Diaph1","Nfkbiz","Gcnt2","Ppp2r5a","Slc16a3","Zfp36l2","Etf1"
"266","Psap","Zcchc6","Hspa5","Capzb","Coq10b","Zcchc6","Cd300lf","Chil1","Nudt4"
"267","Osm","Diaph1","1700017B05Rik","Phf21a","Rab8b","Fkbp5","Cflar","Sap18","Pip5k1b"
"268","Cmip","Cytip","Lcp1","Stx11","Cap1","Iqsec1","Coro1a","Npm1","Chil1"
"269","Dbnl","Ncl","Atp6ap2","Rps3","Ube2b","mt-Nd4","Tmbim6","Calm2","Arhgap26"
"270","Rps7","Rnaseh2a","Abca1","Tsc22d3","Gnai2","Itch","Arid5b","Tmed10","Adipor1"
"271","Tmcc1","Tuba1c","Clk1","Lamp2","Ptp4a1","Wasf2","Ccr1","Tmem167","Ctsb"
"272","Rps21","Zfp36l1","Jdp2","Sell","Dgat1","Snap23","Lcn2","Rab2a","Rpl18"
"273","Arf1","Plk3","Per1","Zfand5","Fmnl1","Jund","Lrg1","Fam104a","Laptm5"
"274","Flot1","Fxyd5","Klhl24","Rac1","Noct","Nadk","Gpcpd1","Pfn1","Rpl19"
"275","Hk3","Rab7","Gbp2b","Adipor1","Dusp5","mt-Cytb","Rsrp1","Lamp1","Entpd1"
"276","Sqrdl","Cab39","Rpl27a","Rpl23","Gpcpd1","Arhgap30","Msn","Pitpna","Gm10076"
"277","mt-Nd4","Ddx26b","Ctsl","Zfp36l1","Rhoa","Fam129a","Ankrd44","Snrpb","Cox4i1"
"278","Lst1","Fmr1","Prdx6","Ipcef1","Kctd12","Cbl","Arpc3","Anp32b","Cdkn2d"
"279","Cd300lf","Fbxo33","Fem1c","Tspan13","Emd","Myh9","Chka","Neurl3","Atp6ap2"
"280","Prkcb","Pcf11","Tax1bp1","March7","Gng5","Atp6v0a1","Ostf1","Eef2","Prdx5"
"281","Tmbim6","Camk1d","Iqsec1","Rpl30","Rpl37","Mbnl2","Sik3","Sf3b2","Clk1"
"282","Hopx","Hnrnpc","2810474O19Rik","Rps11","Atp6v1g1","Gpr141","Srsf5","Tonsl","Arf1"
"283","Fbxl5","Tbc1d15","Sgms2","Sdcbp","Rpl9","Irf2","Jak2","Rnh1","Mrpl33"
"284","Rps25","Ankrd33b","Dusp5","Adgre5","Themis2","Il13ra1","Igf1r","Arpc5","Metrnl"
"285","Litaf","Ppp1r10","Rbm25","Cd47","Taldo1","Klf7","Etf1","Hmgb2","Saa3"
"286","H2afj","Rabgef1","Arih2","Gm5150","Gmfg","Cytip","Pla2g7","Atp5j2","Arpc5"
"287","Sp140","Dnm2","Rtp4","Rpl27a","Hmgb2","S100a6","Fyb","Myl12a","Fosl2"
"288","Cd53","Zfand3","Rhoa","Tmbim6","Dhrs9","Nfat5","Cyba","Mkrn1","Cd47"
"289","Hdc","Ep400","Gbp2","Rps23","2810474O19Rik","Entpd1","Jak1","Ndufa2","Zfp36l1"
"290","Ubl5","Ptma","Rpl17","Rps3a1","Rps16","Mier1","Rps16","Tspo","Cd14"
"291","Rpl32","Numb","Crebrf","Rplp0","Csf2rb","Arid4a","Gabarap","Psmb1","Son"
"292","Scand1","Plaur","Wipf1","Pbx1","Itgb2","Raf1","Zswim4","Gabarap","Clec4e"
"293","Capg","Zbtb11","Zfand3","Ucp2","Serf2","Zfp36","Stfa2l1","Tprgl","Gnb2"
"294","Picalm","Amd1","Celf2","Gm8730","Fndc3b","Tab2","Ubc","Atp5d","Sell"
"295","Rpl13","Syk","Fndc3b","Calm2","Arf4","Clk1","Gadd45a","Cox7c","Chmp4b"
"296","Chil1","Fam134b","Rnf149","Lbr","Ell","Atrx","Rpl23","Psma1","Themis2"
"297","Rpl27a","Srsf11","Baz2b","Rdh12","Cdkn1a","Sh3kbp1","Atrnl1","Xist","Sntb2"
"298","Hacd4","Tnrc6b","Elf2","Mctp2","Srsf5","Son","Cd53","Coro1a","Ezr"
"299","H2afz","Hnrnph1","Il15","St3gal4","Aff4","Prex1","Rnd1","Paip2","Rpl24"
"300","B2m","Slc7a5","Srsf5","Pfdn5","Itpkb","Xdh","Cep83","Ybx1","Sh3bgrl3"
