"","SC78_1_factor1","SC78_1_factor2","SC78_1_factor3","SC78_1_factor4","SC78_1_factor5","SC78_1_factor6","SC78_1_factor7","SC78_1_factor8","SC78_1_factor9"
"25","Ythdf3","Tyrobp","Ptprc","Plaur","S100a6","Chst11","Neat1","mt-Atp6","Pim1"
"26","Map3k5","Spag9","Mcl1","H2-D1","Mxd1","Sgms2","G0s2","Tpd52","Ptgs2"
"27","Tnrc6b","Ifrd1","Klf2","Btg1","Nlrp3","S100a8","S100a6","S100a8","Rnf149"
"28","Lyn","Fau","Btg2","Cd44","Junb","S100a11","S100a11","mt-Co3","Spag9"
"29","Slc7a11","Pim1","Kpna4","Fxyd5","Plek","Junb","mt-Nd5","Ankrd33b","Hdc"
"30","Xylt1","S100a8","Ubb","Il1r2","Btg1","Msrb1","Mir142hg","Dock2","Nfkb1"
"31","Srgn","H3f3a","Rps9","Clec4d","Eif1","Lmnb1","Fam49b","Plek","Mxd1"
"32","Il1b","Irg1","Ncf2","Antxr2","S100a11","Hdc","Cmip","Sorl1","S100a8"
"33","Fam107b","S100a11","Tyrobp","Mxd1","Pde4b","Plaur","Dennd4a","Atp2b1","Cd44"
"34","Cd44","Cstb","Btg1","Entpd1","Pim1","Pim1","Il1b","Actg1","Clec4e"
"35","S100a6","H2-D1","Eif1","Sgms2","Irak2","Alcam","Ankrd44","Lilrb4a","Btg1"
"36","Mgst1","Rps9","S100a6","Cd9","Entpd1","Antxr2","Dock2","Ndel1","Ifrd1"
"37","Pkm","Ubb","Stk17b","Hdc","Dusp16","Neat1","Litaf","Litaf","Kdm6b"
"38","Fyb","Il1r2","H2-D1","Trem1","Kdm6b","Ndel1","Ptprc","Plaur","Eif1"
"39","Mef2a","Ifitm2","Taldo1","Plek","Chst11","Ifitm2","Hdc","Cd9","Irak2"
"40","Fam49b","Lst1","Jund","Litaf","Rel","Litaf","Arhgap15","Lmnb1","Nlrp3"
"41","Picalm","Mcl1","Lcp1","Ccl6","Rnf149","Slc16a3","Plek","Pik3ap1","Dennd4a"
"42","Mmp9","Btg1","Neat1","Fau","Cd44","Sik3","Igf1r","mt-Co1","Clec4d"
"43","Hdc","Cd9","G0s2","Taldo1","Ftl1","Fxyd5","Arid4a","Ptgs2","Pde4b"
"44","Actr2","Btg2","Gpcpd1","Slc7a11","Dusp1","Mcl1","Mctp1","Zeb2","Mcl1"
"45","App","Nlrp3","H3f3a","Irg1","Mcl1","Clec4d","Cdk2ap2","Picalm","Ftl1"
"46","Gnaq","Serf2","Sorl1","Pim1","Hdc","H2-D1","Clec4e","Samsn1","Csf3r"
"47","Lcp1","Dennd4a","Fxyd5","Ifitm2","Birc3","Ets2","Cxcl2","Lyn","Tnfaip2"
"48","Jak1","Msrb1","Cxcr2","Txn1","Rab8b","Cmip","H2-D1","Dennd4a","Ptafr"
"49","Actg1","Hdc","Tpd52","Tpt1","Lcp1","Tpd52","Cd14","Ptprc","Arg2"
"50","Laptm5","Cst3","Tmcc1","Lcp1","Cd9","Ankrd33b","Hp","Braf","Ifitm2"
"51","Wdr26","Litaf","Atf3","Btg2","Clec4e","Mxd1","Laptm5","Pde7b","Litaf"
"52","Med13l","Pfn1","Litaf","Fcer1g","Tyrobp","Mir142hg","Cd9","Cxcl2","Lmnb1"
"53","Jmjd1c","Cd52","Lsp1","Nedd9","Ifitm2","Ptprc","Tyrobp","Kpna4","Msrb1"
"54","Map2k4","Myl12b","Hdc","Ndel1","Ehd1","Fau","Sp100","Osbpl9","Slc7a11"
"55","Arhgap26","Lmnb1","Lyst","Grina","Marcks","Btg2","Gab2","Dusp1","Cd9"
"56","Sik3","Cox8a","Lmnb1","Cd14","Ifrd1","Csf3r","Lcp1","Mxd1","Mapkapk2"
"57","Btbd9","Clec4e","Txn1","Csf3r","Msrb1","Samsn1","Lilrb4a","Junb","Btg2"
"58","Notch2","Rpl41","Zfp36l2","Chst11","Dennd4a","Ccr1","Spag9","Gcnt2","Neat1"
"59","Litaf","Kdm6b","Rnf149","Hp","H2-D1","Fcer1g","Gnb1","Cyth1","H2-D1"
"60","Syk","Ptafr","Fcer1g","Stx11","Gadd45b","H3f3a","Ptprj","Cyp4f18","Tnfaip3"
"61","Ppp3ca","Cdc42","Arg2","Tpd52","Clec4d","Cxcl2","Entpd1","Rabgef1","Ptprc"
"62","Fam134b","Ddx5","Gcnt2","Rps9","Lmnb1","Sorl1","Msrb1","Btg1","Tyrobp"
"63","Sgms2","Pde4b","Retnlg","Ets2","H3f3a","Btbd9","Actr3","Gab2","Ptprj"
"64","Rab8b","Il1rn","Ccrl2","Ccr1","Ptprc","Atp2b1","Runx1","Pbx1","Samsn1"
"65","Clk1","Alox5ap","Iqgap1","Spag9","Fgr","Kpna4","Irak2","Slc16a3","Il1r2"
"66","Ftl1","Zeb2","Fam65b","Mcl1","Samsn1","Rps9","App","Rnf149","Ets2"
"67","Baz2b","Arpc1b","H3f3b","Xylt1","Plaur","Isg15","Rasa3","Stx11","Lcp1"
"68","Atp2b1","Ankrd33b","Ptgs2","Rnf149","Actr3","Wnk1","Nr4a1","Ptprj","Entpd1"
"69","Cytip","Coro1a","Fgl2","Ddx5","Arhgap15","Tpt1","Iqgap1","Ralgapa1","Marcks"
"70","Trappc9","Rpl18a","Coro1a","Ptprc","Slc7a11","Emilin2","Fau","App","Zfp36"
"71","Grina","Ptgs2","Anxa2","Emilin2","Tnfaip3","Jund","Chst11","mt-Co2","Tpd52"
"72","Tyrobp","Marcksl1","Slc7a11","Lmnb1","Nedd9","Lst1","Ppp3ca","Dusp16","Rab8b"
"73","Igf1r","Csf3r","Xylt1","Arpc3","Antxr2","Arpc3","Pim1","Igf1r","Pik3ap1"
"74","Ccl6","Irak2","Plek","Ncf2","Arg2","Dennd4a","H3f3b","Baz2b","Dusp16"
"75","Hp","Rps27a","Klf6","Itm2b","Csf3r","Ncf2","Coro1a","Nfkbiz","H3f3b"
"76","S100a11","Fxyd5","Ddx5","Alcam","Ets2","Ccnl1","Abi1","Ago2","Sgms2"
"77","Fus","Rps16","Ifitm2","Lsp1","Litaf","Ddx5","Xylt1","Tpm4","Abtb2"
"78","Sorl1","Ets2","Cd44","Cmip","Spag9","Tgm2","Ankrd33b","Btg2","S100a11"
"79","Hnrnpk","Rnf149","Marcks","Lst1","Ddx5","S100a6","Il1r2","Ctnnb1","B2m"
"80","Mctp1","B2m","Pim1","Adam8","Jund","Rabgef1","Cyth1","Eml1","Chst11"
"81","Runx1","Fcer1g","Skap2","Pfn1","Tnfaip2","Plk3","Son","Fam134b","Lilrb4a"
"82","Cdc42","Ier3","Igf1r","Samsn1","H3f3b","Trib1","Pik3ap1","Lyst","Antxr2"
"83","Msrb1","Plaur","Ndel1","Arpc5","Neat1","Vps37b","Slfn2","Ets2","C5ar1"
"84","Gcnt2","Gabarap","Snap23","Osm","Erbb2ip","Lilrb4a","Btg2","Gm42418","Ddx5"
"85","Ptprc","Tnfaip3","Hp","Plk3","Ier5","Cd53","H3f3a","Nup98","Atp2b1"
"86","Diaph1","Abtb2","Cd9","Osbpl9","Lilrb4a","Braf","Itgb2","Trib1","Tnfrsf1b"
"87","Fxyd5","Ier5","Hmgb2","Mgst1","Vasp","Rnf149","Tpt1","Lilr4b","H3f3a"
"88","Cd33","Clec4d","Adgre5","Gnai2","Ptafr","Irg1","Rps27a","Sp140","Ncf1"
"89","Psap","Jdp2","B2m","Actr3","Gsap","Rab7","Ddx5","Smox","Nr4a1"
"90","Gpcpd1","Tnfaip2","Ccl6","Lyz2","Btg2","Kdm6b","Basp1","Irak2","Ehd1"
"91","Gapdh","Rpl9","Fam49b","Neat1","Fcer1g","Fgl2","Ssh2","Ccr1","Snap23"
"92","Dhrs9","Jund","Sh2d3c","Fos","Baz2b","Lyn","Ube2d3","Cd53","Ier5"
"93","Dennd4a","Arpc3","Stat3","Gabarap","Cfl1","Tnfaip2","Gng5","Osm","Adgre5"
"94","Gda","Ccr1","Ltb","Cyp4f18","Zfand3","Etf1","Osbpl9","Mir142hg","Ier3"
"95","Phf20l1","Rab7","Svil","Jund","Bcl2a1b","Sdcbp","Samsn1","Mirt1","Dusp2"
"96","Wbp1l","Ccl3","Entpd1","Sik3","C5ar1","Fam134b","Tnrc6b","Mctp1","2810474O19Rik"
"97","Rab2a","Hcar2","Itgal","Mrpl33","Xylt1","Slc7a11","Rps9","Vps37b","Slc16a3"
"98","Ncf2","Mapkapk2","Samhd1","Anxa2","Snap23","Trem1","Zeb2","Emilin2","Erbb2ip"
"99","Coro1a","Sik3","Pbx1","Lilrb4a","Fbxo11","Ctnnb1","Junb","Rap1gap2","Fgl2"
"100","Mcl1","Cd44","Pla2g7","Picalm","Fxyd5","Ell2","Rab21","Myo1d","Fxyd5"
