"","SC78_5_factor1","SC78_5_factor2","SC78_5_factor3","SC78_5_factor4","SC78_5_factor5","SC78_5_factor6"
"39","Slfn8","Ddx6","Ier3","Pfn1","Rps13","Smox"
"40","Isg20","Litaf","Nlrp3","Rac2","Spag9","Sik3"
"41","Ddx58","Tyrobp","Ptprj","Cyba","Fgl2","Litaf"
"42","Tmsb4x","Gcnt2","Pik3ap1","Atxn10","Gadd45b","Irg1"
"43","H2-T23","Hmgb2","Hdc","Hp","Rps23","H3f3a"
"44","Ifih1","Gpcpd1","Rab8b","Txn1","Rpl35a","Mcl1"
"45","Ftl1","Ubb","Dusp1","Ifitm3","Rpl18","Samsn1"
"46","Samd9l","Klf2","Ifitm2","Ccl6","Rpl17","Plek"
"47","Trafd1","Ifitm2","Spag9","Malat1","Mir142hg","Csf3r"
"48","Cebpb","Neat1","Nfkb1","H3f3a","Rpl21","Slc7a11"
"49","Ccrl2","Hp","Dusp16","Anxa2","Dennd4a","Ifitm2"
"50","Ascc3","Ifitm1","Il1rn","Tyrobp","Cdk2ap2","Cmip"
"51","Mxd1","Arg2","Eif1","Plaur","Xylt1","Emilin2"
"52","S100a9","Fau","Erbb2ip","Glrx","Rpl37a","Ndel1"
"53","Rnf213","Lmnb1","Dennd4a","Itm2b","Rps16","Tyrobp"
"54","H3f3b","Marcks","Clec4d","Myl6","Inpp5d","Msrb1"
"55","Tor1aip1","Skap2","B2m","mt-Cytb","Cebpb","Lilrb4a"
"56","Hdc","Plek","Btg1","Lcp1","Egr1","Trem1"
"57","G0s2","Iqgap1","Wfdc17","Ifitm2","Rpl13a","Sorl1"
"58","Oas2","Gm42418","Msrb1","Taldo1","Ankrd12","Rps9"
"59","Ly6e","H2-D1","Marcks","Vasp","Rpl30","Pim1"
"60","Igtp","Osbpl9","H3f3a","Arhgap15","Fth1","Ptprc"
"61","Nampt","Cmip","Csf3r","Pkm","Eif1","Neat1"
"62","Il1r2","Ube2h","Rps9","R3hdm4","Runx1","Fxyd5"
"63","Fcer1g","Grina","Ifitm1","Rplp0","Srgn","Pik3ap1"
"64","Pim1","Txn1","Arg2","Gpx1","Neat1","Picalm"
"65","Zc3hav1","Jund","Lcp1","Ly6g","Cst3","Ets2"
"66","Psmb8","Zfp36l2","H2-D1","Shfm1","B2m","Plaur"
"67","Chmp4b","Gda","Ets2","Msra","mt-Co2","Isg15"
"68","Btg1","Fam65b","Lmnb1","Serf2","Tyrobp","Ptprj"
"69","Plek","Fcer1g","Ptprc","Arpc5","Junb","Junb"
"70","Junb","Ddx5","Slc7a11","Asprv1","Tra2a","Ctnnb1"
"71","Eif1","Ssh2","Malt1","Rps9","Fcer1g","Arg2"
"72","Actb","Lyst","Sgms2","Gnai2","Rpl34","Lcp1"
"73","Zbp1","Fam49b","Tyrobp","Nedd9","Mbnl2","Tpt1"
"74","Usp18","Svil","H3f3b","Arpc1b","Rabac1","Hif1a"
"75","Sdcbp","Eif1","Sema4d","Mrgpra2b","Rps15","Grina"
"76","Kpna4","Arhgap26","Tnfaip2","Sh3bgrl3","1700112E06Rik","Gm42418"
"77","Actg1","Entpd1","Tpd52","Arpc2","Eif5","Btbd9"
"78","Mcl1","Ncf2","Btg2","Cotl1","Calm2","Ddx6"
"79","Tmbim6","Lyn","S100a11","Ftl1","Ifitm2","Ddx5"
"80","Cmpk2","March7","2810474O19Rik","Stfa2","H2-D1","H2-D1"
"81","Casp4","Phf21a","Fau","App","mt-Nd4","Nedd9"
"82","Ifitm1","Alox5ap","Ehd1","Cdc42","Dusp1","Rabgef1"
"83","Neat1","Taldo1","Fcer1g","Ostf1","Gm2a","Sh2d3c"
"84","Lmnb1","Il1rap","Samsn1","Srgn","Gm10076","Baz2b"
"85","Fgl2","Cers6","Litaf","Actr3","Cd44","Fau"
"86","Tnfaip2","Coro1a","Tpt1","Gda","Btg1","Ccr1"
"87","Sppl2a","Fxyd5","Antxr2","Cfl1","Rbm39","Cd53"
"88","Psmb9","Snap23","H2-K1","BC117090","Rps28","Osbpl9"
"89","Txn1","S100a6","Nr4a1","Fcer1g","Rbm3","Igf1r"
"90","Rab7","Osm","Tnfrsf1b","Hmgb2","Rpl11","Ctsd"
"91","Zfp36","H3f3b","Ncf1","Tkt","Serf2","Arpc3"
"92","Prdx5","Pim1","Lilrb4a","Mrpl33","Fam134b","Ankrd33b"
"93","Tap1","Lst1","Snap23","Eif1","Ubc","App"
"94","Grina","Akap13","C5ar1","Aldoa","Ccrl2","Lyn"
"95","Tyrobp","Stat3","Chst11","Arpc3","AF251705","Lilr4b"
"96","Tapbp","Tmcc1","Il1r2","Actn1","Rps27a","Ncf2"
"97","Ubb","Cd44","Hcar2","Msrb1","Il1b","S100a6"
"98","Ifitm2","Ndel1","Ddx5","Iqgap1","Gab2","Sdcbp"
"99","Msrb1","Lsp1","Gm42418","Gmfg","Gm42418","Sp140"
"100","Lilrb4a","Steap4","Ier5","Cd14","Dock2","Rab7"
"101","Gadd45b","Anxa1","Cd274","Mxd1","Hspa5","Fcer1g"
"102","2810474O19Rik","B2m","Ankrd33b","Fbxl5","Plek","Gab2"
"103","Cd300lf","Pag1","Trem1","Stfa2l1","Fnip1","Braf"
"104","Smox","Anxa2","Pnrc1","Cnn2","Cox4i1","Lyst"
"105","Sat1","Zyx","Cd44","Myl12b","H2-K1","Cyth1"
"106","Litaf","Trem1","Cd9","Psap","Ptprc","March7"
"107","Ets2","Emilin2","Traf3","H2-D1","D8Ertd738e","Ifitm1"
"108","Btg2","Celf2","Rel","Gpi1","Actb","Txn1"
"109","Lyn","Map3k5","Rabgef1","Pygl","Arih1","Suco"
"110","Cd53","Usp32","Entpd1","Dstn","Fus","Lamp2"
"111","H2-Q4","Pla2g7","Lst1","mt-Nd4","Laptm5","Btg2"
"112","Lamp2","Tspo","Abtb2","Clic1","Rpl26","mt-Co1"
"113","Usp25","Arhgap15","Txn1","Hpcal1","Cd300a","Slfn4"
"114","Gm42418","Xylt1","Slfn2","Uba52","Sik3","Fosl2"
"115","Lst1","Antxr2","Fgr","Rps24","Rps9","Tpm4"
"116","Clec2d","Selplg","Nfe2l2","Lsp1","Actg1","Por"
"117","Csf3r","Igf1r","Actr3","Timp2","Hsp90aa1","Il1rap"
"118","Cd52","Gm5150","Picalm","Grina","Rps3a1","Actr3"
"119","Ifit3b","Nup98","Neat1","Gm42418","Pfn1","Dennd4a"
"120","Spag9","Lilrb4a","Adam17","Fau","Msn","Jdp2"
"121","Clec4d","Cytip","Lrg1","Lbr","Pnrc1","Hectd1"
"122","9930111J21Rik2","Coq10b","Smox","Adam8","Ppp1r15a","Etf1"
"123","H3f3a","Cd84","Lcp2","Spi1","mt-Co1","Fem1c"
"124","Epsti1","Gadd45a","Casp4","Rpl37","Rps26","Gcnt2"
"125","Picalm","Chst11","Ppp1r15a","Ncf4","Ifrd1","Fam134b"
"126","Rnf114","Ccr1","H2-Q7","Glipr2","Alcam","Trib1"
"127","Cers6","Suco","Rap1b","Cap1","Rpl28","Vps4b"
"128","Dusp1","Fbxl5","Dusp2","Myh9","Ranbp2","Iqgap1"
"129","Xylt1","Nfkbiz","Pfn1","Atp6v1g1","Elmsan1","Adam8"
"130","Cxcl2","Socs3","Jund","Lrg1","Ddit3","Atp2b1"
"131","Ier3","Sat1","Hspa5","Mctp1","Tnfaip2","Mbnl2"
"132","Tspo","Irg1","Sorl1","Rps29","Ddx5","Mir142hg"
"133","Tpt1","Tpt1","Kpna4","Cxcl2","Ddx3x","Pnrc1"
"134","Irgm2","Map1lc3b","Iqgap1","Tpt1","Hnrnpf","Ccnl1"
"135","Trem1","App","Ddx3x","Eno1","Rps25","Ralgapa1"
"136","Marcks","Sell","Lpcat2","Osm","Klf6","Map2k4"
"137","Dtx3l","Ipcef1","N4bp1","Fam65b","Btg2","Mrpl33"
"138","Fxyd5","Etf1","Ninj1","Rps12","Stat3","Pag1"
"139","Gsap","G0s2","Bcl2l11","Calm1","Skap2","Gda"
"140","Ifi47","Ier5","Grina","Rpl34","Ctsb","Pde7b"
"141","Dclre1c","Klf6","Vasp","Gng5","Camk1d","Cyp4f18"
"142","Hcar2","Clec4d","Gsap","Oaz1","Ptk2b","Stk17b"
"143","Gabarap","Adgre5","Fndc3b","Ubb","Dhx40","B2m"
"144","Csrnp1","Slc16a3","Sod2","Rpl9","Pfdn5","2810474O19Rik"
"145","Tlr4","Cd52","Slc16a3","Itgb2","Mcl1","Slc15a3"
"146","Whsc1l1","Pfn1","Ccnl1","Gpsm3","Igfbp6","Fnip1"
"147","Irf2","Sdcbp","Cd52","Sri","Gng5","Mctp1"
"148","Ptgs2","Tspan13","Rab11fip1","Ube2d3","Per1","Selk"
"149","Ccr1","Rps27a","Rbpj","Rps10","Hdc","Cd300lf"
"150","Fau","Atg3","Ctsz","Hck","Fxyd5","Stx11"
"151","Pfn1","Mctp2","Ddx6","Rdh12","Litaf","Jund"
"152","Tmem140","Cd300lf","Lyn","Rhoa","Rsrp1","Tgoln1"
"153","Sik3","Syk","Emilin2","Cd9","Eef1a1","Gabarap"
"154","Ptprc","Zfand5","Hp","Zyx","Rps7","Plk3"
"155","Klf6","Rac2","Cmip","Pgd","Ctsz","Diaph1"
"156","Cd14","Pbx1","Rps27","Lyn","Pum2","Ptafr"
"157","Csf1","Rap1b","Fxyd5","Slfn4","Hspa8","Notch2"
"158","Cd44","Tgfbi","Ncf4","Hspa8","Atp6v0e","Dusp5"
"159","Stat2","Cdc42","Mapk6","Fpr2","Morf4l1","Coro1a"
"160","Samsn1","Tbc1d15","Fbxo11","1110008F13Rik","Kdm6b","Hp"
"161","S100a11","Samsn1","Dock2","Pnkp","Rpl24","Agpat9"
"162","Parp10","Gab2","Gabarap","Cers6","Msrb1","Snap23"
"163","Rnf149","Arih1","Csrnp1","Mbd2","Tiparp","Clec4e"
"164","Arg2","Rab8b","Ccl3","Eef1a1","Rps11","Arpc2"
"165","Basp1","Lamp2","Cdc42","Cebpb","Gabarap","Ddx3x"
"166","Tpd52","Arhgap24","Rac2","Ptprc","Hnrnpc","Ell2"
"167","Tra2a","Pglyrp1","Snx20","Cox4i1","Itga4","Kdm6b"
"168","Msn","Ets2","Adgre5","Actr2","Elmo1","Alox5ap"
"169","Fcgr4","Ccnd3","Lsp1","Kdm7a","H3f3a","Tlr4"
"170","Itm2b","Kdm7a","Ctnnb1","Pten","Gls","Sp100"
"171","Oas1a","Sh2d3c","Arih2","Chil1","March7","Ier3"
"172","Irf9","Sfxn5","Coq10b","Slc16a3","Calm1","Sepn1"
"173","Ier5","Fgr","Arpc3","Cxcr2","Fam49b","Taldo1"
"174","Trim12c","Cd9","Alox5ap","Rpl37a","Cox8a","Snx18"
"175","Tspan13","Atp6v1g1","Cyba","Lrrk2","Zfp36","Csf2rb"
"176","Gab2","Samhd1","Gpbp1","Snx18","mt-Nd2","Map1lc3b"
"177","Oasl2","Dock2","Igsf6","Fpr1","Btbd9","Kctd12"
"178","mt-Co3","Actr3","Rps16","Itgam","Rps15a","Ubb"
"179","Irak2","Braf","Arhgap26","Hacd4","Polr2a","Pla2g7"
"180","Ctsd","Spi1","Relb","Lilrb4a","Arpc1b","Arih2"
"181","Zeb2","Pde4b","Coro1a","Flna","Sntb2","Pfn1"
"182","Ddx5","Adipor1","Ccr1","Cyp4f18","Ankhd1","Lsp1"
"183","Nfkbia","Clk1","Slc15a3","Il1f9","Mapkapk2","Marcks"
"184","Fcgr3","Bcl6","Rab7","Capza1","Pip4k2a","Hmgb2"
"185","Ctsb","Ccnl1","Fas","Rab8b","Map1lc3b","Plin2"
"186","Helz2","Mtus1","Rps29","Vsir","Lncpint","Basp1"
"187","Fbxl5","Gnai2","Atp2b1","Slfn2","Eif5a","Sell"
"188","Ptafr","Hcar2","Icam1","Lyst","Cd52","mt-Co2"
"189","Gbp5","Notch2","Ell2","Mcl1","Celf2","Lrg1"
"190","Tnfrsf1a","Cdkn2d","Nadk","Gnb2","Tceb2","Zcchc6"
"191","Pkm","Mrpl33","Taldo1","Tmcc1","Cmip","Arhgap15"
"192","Tnfrsf1b","mt-Co1","Igf1r","Rap1b","Hectd1","Sat1"
"193","Pnrc1","Trps1","Gmfg","Hcst","Ccnl1","Dgat1"
"194","Tnrc6b","Ctsd","Snx18","Rps16","Uba52","Zyx"
"195","Clic4","Camk1d","Zfand3","Dhrs7","Csf3r","Rbms1"
"196","Ccnl1","Tra2a","Hmgb2","Vim","Ago2","Vps37b"
"197","Atp2b1","Csrnp1","Hck","Rpl35a","Sorl1","Ppp1r3b"
"198","Themis2","Fcgr3","Txnrd1","Lrrfip1","Rps24","Sntb2"
"199","Emilin2","Arpc3","mt-Atp6","Gabarap","Klf2","C5ar1"
"200","Trim30b","Gmfg","Ubb","Pilra","Ier2","mt-Co3"
