"","SC78_4_factor1","SC78_4_factor2","SC78_4_factor3","SC78_4_factor4","SC78_4_factor5","SC78_4_factor6","SC78_4_factor7","SC78_4_factor8"
"37","H2-D1","Pim1","Mxd1","Ddx5","Cxcr2","Pim1","Ptprj","Rpl10"
"38","Mxd1","Lmnb1","Alcam","Atp2b1","Sorl1","Cd9","Ehd1","Kansl1"
"39","Alcam","S100a8","Msrb1","Lmnb1","Kpna4","Sp100","Rab8b","Rps23"
"40","Kpna4","Irg1","H3f3b","Entpd1","Fam65b","Hdc","Eif1","Rpl18"
"41","Plaur","Plek","Lmnb1","Kpna4","Lst1","S100a11","Tnfaip2","Rpl30"
"42","Litaf","Samsn1","Il1r2","H2-D1","Btg1","Lmnb1","Hdc","Srgn"
"43","Tpd52","Clec4d","Arpc3","Atf3","Lcp1","Litaf","Ptafr","Actg1"
"44","Fxyd5","Junb","Litaf","Rps9","Taldo1","Neat1","Btg1","Fau"
"45","Lst1","Rabgef1","Xylt1","Slc16a3","Mcl1","B2m","H2-D1","Ftl1"
"46","Cmip","Fam134b","Cyp4f18","Clec4d","Cebpb","Alcam","Ifrd1","Rpl17"
"47","Cd14","Braf","Hdc","Lst1","Jund","Rnf149","Dusp1","Rpl26"
"48","Rnf149","Arg2","H2-D1","Cd9","Mxd1","Fxyd5","Erbb2ip","Rps14"
"49","Fau","Slc16a3","Plek","Tpd52","Celf2","Cd14","Tyrobp","Rpl28"
"50","Cd53","Nedd9","Irg1","Tpt1","Skap2","Irg1","Ptgs2","Rpl11"
"51","Csf3r","Emilin2","Fxyd5","Cxcr4","Lyst","Oasl1","Ccl3","Rps12"
"52","H3f3a","Plaur","Slc7a11","Fxyd5","Coro1a","Tgm2","Clec4d","Rps11"
"53","Fcer1g","Sorl1","Cmip","Fgl2","Ncf2","Chst11","Pik3ap1","G0s2"
"54","Lmnb1","Tpd52","Osm","Wnk1","Neat1","Sorl1","Vasp","Rps27"
"55","C5ar1","Lyn","Lyn","Btg2","Lsp1","Slc16a3","Marcks","Rps27a"
"56","Mrpl33","Cyth1","Grina","Neat1","Tmcc1","Mcl1","Arg2","Rpl7"
"57","Lyn","Btbd9","Ndel1","H3f3a","Ccl6","Egr1","Ets2","Rps13"
"58","Fgl2","Ccnl1","Lcp1","Hcar2","Arg2","Tpd52","Ncf1","S100a9"
"59","Kdm6b","Dock2","Pim1","Samsn1","Hp","H2-K1","Nr4a1","Uba52"
"60","Ccr1","Gcnt2","Adam8","Sik3","Lyn","Smchd1","Spag9","Rps6"
"61","Btg2","Suco","Sik3","Dennd4a","Gcnt2","Ptprc","Sgms2","Rpl34"
"62","Pfn1","Ndel1","Tpt1","Ptafr","Plek","Fam134b","Ifitm2","Eif1"
"63","Sorl1","Picalm","Mcemp1","Ptgs2","Gpcpd1","Sik3","Rel","Uqcrh"
"64","Dennd4a","Nfkbiz","Mcl1","Ankrd33b","Mctp1","Fcer1g","Ptprc","Arhgap15"
"65","Ptprc","Csf3r","Msra","Ptprc","Litaf","Ccnl1","Mcl1","Rps26"
"66","Mcl1","Tmsb4x","Pfn1","Chst11","Txn1","Sdcbp","Cd9","Rps28"
"67","Slc16a3","Dennd4a","Fcer1g","Mbnl2","Tpd52","Ptafr","Zfp36","Cfl1"
"68","Rps27","Lyst","Rps9","Rnf149","Cmip","Tpt1","Csf3r","Nfkb1"
"69","Ets2","Arhgap15","Txn1","Irg1","Ccnd3","Ets2","Mapkapk2","Cebpb"
"70","Ier3","H2-D1","Ccr1","Mxd1","Eif1","Kpna4","Lmnb1","Fam107b"
"71","Trib1","Ptgs2","Gda","Ctsd","Entpd1","Txn1","Dusp16","H3f3a"
"72","Rps9","Cd53","Tpm4","Ubb","Hmgb2","Fau","Ier5","H3f3b"
"73","Sik3","Baz2b","Chst11","Egr1","Fxyd5","Cmip","Samsn1","mt-Nd4l"
"74","Marcksl1","Pbx1","Arhgap15","Rab7","Zfp36l2","Antxr2","Msrb1","Rpl9"
"75","Atp2b1","Lcp1","Lgals3","Pnrc1","Rnf149","Dennd4a","H3f3b","Ssh2"
"76","Cd300lf","Rab7","Tpd52","Gab2","Lmnb1","Samsn1","S100a11","Zeb2"
"77","Trem3","Eif1","Spag9","Tnfaip2","G0s2","Rps9","B2m","Msn"
"78","Emilin2","Ets2","Osbpl9","Sdcbp","Cers6","Atp2b1","Fgr","Fcer1g"
"79","Picalm","Ifrd1","Junb","Gabarap","Svil","Ndel1","H3f3a","Rps2"
"80","Irak2","Mbnl2","Mmp9","Ccr1","Anxa2","H3f3a","Litaf","Btg1"
"81","Ptafr","Fndc3b","Ets2","Rabgef1","Iqgap1","Ccr1","2810474O19Rik","Rpl21"
"82","Ndel1","H3f3b","Baz2b","Csrnp1","Myo1f","Lst1","Cd44","Hnrnpf"
"83","S100a6","Ncf2","Itm2b","Sorl1","Marcks","Irf7","Neat1","Rpl19"
"84","Neat1","March7","Fau","Picalm","Pfn1","Fgl2","Nadk","Cst3"
"85","Lilrb4a","Zeb2","Coro1a","Pik3ap1","B2m","Sgms2","Dennd4a","Vti1a"
"86","Ddx5","Actr3","Mctp1","Antxr2","Hdc","Trib1","Trem1","Rpl18a"
"87","Csf1","Gab2","Arg2","Map1lc3b","Pglyrp1","Csf3r","Lcp1","Cox7c"
"88","Tnfaip2","Igf1r","Trem1","Rps27","Map3k5","Ncf2","Slc7a11","H2-D1"
"89","Trem1","1700112E06Rik","Sp140","Emilin2","Cd52","Btg2","Btg2","Ptprc"
"90","Gab2","Vps37b","Ralgapa1","Txn1","Ddx5","Wnk1","Ier3","Runx1"
"91","Fam134b","Trem1","Klra2","Ubc","Snap23","Basp1","Abtb2","Pim1"
"92","Hectd1","Ftl1","Ankrd33b","Plk3","Trem1","Pik3ap1","Chst11","Il1b"
"93","Lcp1","Wnk1","Hp","Mapkapk2","Akap13","Lyst","Tnfrsf1b","Elmo1"
"94","Spi1","Sdcbp","Lilr4b","Jund","Cd44","Ctnnb1","Cd274","Lyz2"
"95","Isg15","Ccr1","Mir142hg","Fnip1","Gm42418","Cd53","Malt1","H2-K1"
"96","Actr3","Ctnnb1","Picalm","Plaur","Cxcr4","Mir142hg","Rps9","B2m"
"97","Arpc2","Smox","Trib1","Ndel1","Slc7a11","Ankrd33b","Lilrb4a","Nfkbiz"
"98","Sgms2","Cd14","Neat1","Slc7a11","Dock2","Oas3","Icam1","Samsn1"
"99","Slc7a11","Tmcc1","Taldo1","Etf1","Alox5ap","Lilrb4a","Ctsz","Ddx5"
"100","Il1rn","Rap1b","Sorl1","Cd14","Camk1d","Gabarap","Bcl2a1b","S100a8"
