"","SC78_4_factor1","SC78_4_factor2","SC78_4_factor3","SC78_4_factor4","SC78_4_factor5","SC78_4_factor6","SC78_4_factor7","SC78_4_factor8"
"270","Fam107b","Nfe2l2","Cfl1","Cd24a","Gpsm3","Herc6","Hmgb2","Cox8a"
"271","Clic1","Vmp1","Itgal","Marcks","Bcl6","Gpr35","Prdx5","Ctsd"
"272","Dhx40","Zc3hav1","Atg7","Rap1gap2","Dennd5a","Hmgb2","Themis2","Riok3"
"273","Bcl2a1b","Il18rap","Cers6","Fndc3b","Baz2b","Gng5","Cd24a","Shisa5"
"274","Ccl6","Csf2ra","Klf3","Fam32a","C5ar1","Osm","Mirt1","Ccnd3"
"275","Pak2","Csrnp1","Mirt1","Ago2","Rsrc2","Fbxo11","Nab1","Actr2"
"276","Ankrd33b","Fmnl1","Capza1","AW011738","Trps1","Csf2ra","Anxa2","Wac"
"277","Slc22a15","Tax1bp1","Actr2","Tspan13","Mdh2","Dusp16","Dennd1b","Pcbp1"
"278","Cxcr4","Tlcd2","Adipor1","Ddx6","Igsf6","Dhx40","Creb1","Clec4e"
"279","Rhoa","Ago2","Pygl","Slc38a1","Rpl9","Gnaq","Arpc5","Gpbp1"
"280","Ptgs2","Rps9","Mapkapk2","Tbc1d15","Mef2a","Cstb","Cks2","Ell2"
"281","Lrrfip1","Neurl3","Sbno1","Dhx40","Ubc","Pag1","Basp1","Arpc1b"
"282","Nfkbiz","Ehd1","Rab20","Fam49b","Zswim6","Gnai2","Osbpl9","Map1lc3b"
"283","Oaz1","Arih1","Thbs1","Rsrc2","Fgd4","Zcchc2","Mapk6","Arhgdib"
"284","Cltc","Ptpn12","Slc2a1","Serf2","Irf2","Emd","Tgoln1","Gm10073"
"285","Tlcd2","Aff4","Ier5","Tmbim6","Atp2b1","Ube2d3","Baz1a","Akap13"
"286","Kctd12","Pnrc1","B2m","Klf6","Gm5483","Zyx","Ncf2","Tnfaip2"
"287","Capza1","Lasp1","Gch1","Rpl23","Ppp1r2","Anxa2","Rhog","Cd47"
"288","Stk17b","Kansl1l","Serinc3","Pag1","Zfand5","Sell","Fndc3b","Git2"
"289","Osm","Ppp1r15a","Eif4a1","Ncf1","Slc16a3","Trafd1","Rbm39","Ncl"
"290","Smad3","Srrm2","Slc27a4","Emb","Prr13","Ubc","App","Arpc5"
"291","Pitpnc1","Lrrfip2","Hcst","Arfgef2","Cd300lf","Vamp4","Coq10b","Son"
"292","Zfp36","Tmbim6","Il1rap","Ifi27l2a","Gapdh","Trps1","Socs3","H2afy"
"293","Cox8a","Cxcr4","Laptm5","Ier2","Abtb2","Cox8a","Rhoa","Celf2"
"294","Gm5150","Smad3","Rps27","Usp32","Vsir","Gm5150","Gnai2","Sik3"
"295","Fam32a","Rab20","Slc2a3","Msn","Gpx4","Calm2","Myl12b","Ppm1h"
"296","Nfkb1","Npepps","Arih2","Tnrc18","Plaur","Slc25a3","Anxa1","Lst1"
"297","Mmp9","Cd300a","Ostf1","Jdp2","Pip5k1b","Kras","Rnf19b","Antxr2"
"298","4833407H14Rik","Ifitm1","Ccl4","Gm5150","Cd24a","Themis2","Sell","Ndufa4"
"299","Nr4a3","Il1rn","Adam17","Cd52","Gabarap","Csf2rb","Arpc1b","Ambra1"
"300","Fnip1","Capza1","Dopey2","Ell2","Cd300lb","Atp6v0d1","Mthfs","Gna13"
