"","SC78_2_factor1","SC78_2_factor2","SC78_2_factor3","SC78_2_factor4","SC78_2_factor5","SC78_2_factor6","SC78_2_factor7","SC78_2_factor8","SC78_2_factor9"
"242","Alox5ap","Scand1","Actr3","Cox8a","Vps37b","Ankrd11","Mbnl2","Cdk2ap2","Hp"
"243","Spi1","R3hdm4","Atp6v0e","Ostf1","Plk3","Pum2","Prkag1","Itga4","Tra2a"
"244","Pde7b","Calm2","Cyp4f18","Psap","Ubb","Zfp36","Chd2","Sdcbp","Ago2"
"245","Tpm4","Gsn","Ypel3","Selk","Gpsm3","Fmnl1","Slc2a1","Psap","Marcks"
"246","Etf1","Msra","Ifih1","Cap1","Serinc3","Clk1","Sept7","Lrg1","Lrg1"
"247","Igf1r","Ctsd","Rpl41","Ifitm1","Ube2d3","Tgoln1","Lamp2","Atp2b1","Fnip1"
"248","Rab7","Prrc2c","Lpcat2","Map1lc3b","Ptp4a1","Lrrc8d","Cd300a","Jmjd1c","Nr4a3"
"249","Slc16a3","Ppp2r5a","Actr2","Nfkbid","Tspo","Gsk3b","P4hb","Myl12b","Ptgs2os2"
"250","Cst3","Rab2a","Gpx4","Efhd2","Dock2","Ubc","Ube2d3","Parp8","Serf2"
"251","Coro1a","Dlg1","Stfa2l1","Syk","Egr1","Msra","Lsp1","Tbc1d15","Syk"
"252","Tgif1","Degs1","Anxa1","Rpl39","Klhl2","Etv6","Cxcr2","Adam17","Mmp9"
"253","Arf4","Riok3","Ehd1","Lasp1","Kdm7a","Adam17","Selk","Elmsan1","Anxa2"
"254","Coq10b","Fmnl2","Baz2b","Pum2","Vps4b","Gm26740","Trps1","Slpi","Serinc3"
"255","Por","B2m","Klhl2","Slc3a2","Coq10b","Usp32","Glrx","Sh2d3c","Nfe2l2"
"256","Fam65b","Ncf4","Usp25","Gnai2","Cdk17","Ipcef1","Cyth4","Rps27","Calm2"
"257","Gabarap","Cd63","Fem1c","Rsrc2","Kctd12","Hif1a","Jund","Ier5","Ddit3"
"258","Lamb3","Sh3kbp1","Serf2","Pdlim5","Selk","Rab2a","Pla2g7","Pde4b","Gnai2"
"259","Mrpl33","Clec4a2","Rps27a","Slc16a3","Atg3","Hcar2","Lyst","Vav3","Jdp2"
"260","Mirt1","Cox5a","Basp1","Atp6v0e","Atp6v0d1","Slc11a1","Marcks","Ptbp3","Dopey2"
"261","Fgl2","Hnrnpk","Coq10b","Nfkbiz","Wfdc17","Gpcpd1","Map2k3","Mrpl33","Fndc3b"
"262","Pla2g7","Rbm3","Ccnl1","Fosl2","Cd84","Coq10b","Tnrc6b","Foxo3","Klf3"
"263","Fbxl5","Arf5","Trem3","Rpl18a","Ctnnb1","Kctd12","Fgr","Zswim6","Cdc42"
"264","Chd2","Pgam1","Rab8b","Ncf4","Celf2","Plekhm2","Fgd3","Arid4b","Ier2"
"265","Prkd3","Prkar1a","Rps16","Dazap2","Lst1","Lrrfip1","Gm5150","Tgfbi","Gmfg"
"266","Rnf19b","Prkcb","Nampt","Gns","Gtdc1","Arl5b","Ywhaz","App","Cox17"
"267","Bcl2a1d","Mcemp1","Ankrd33b","Fndc3b","Dusp16","2810474O19Rik","Braf","Ptk2b","Msn"
"268","Baz1a","Crlf2","Etf1","Bcl2a1b","Clic1","Pias1","Vps4b","Gnai2","Hnrnph2"
"269","Optn","Sppl3","Rpl9","March7","Klf3","Dhx40","Nab1","Pygl","Eml1"
"270","Mcemp1","Cox5b","Fcgr4","Tnfaip3","Usp32","Il1rn","Dennd4a","Dusp16","Selplg"
"271","Grb2","Ppp3ca","AB124611","Rpl37a","Fam107b","Rbpj","C130026I21Rik","Itgam","Ptp4a1"
"272","Cdc42ep2","Pak2","Zyx","Rilpl2","Gpcpd1","Ankrd44","Anxa2","Sik3","Diaph1"
"273","Ccl6","Eif5a","Gpsm3","Plekhm2","Samhd1","Crebbp","Cox17","Nr4a1","Map2k4"
"274","Cdc42","Cd14","Cd84","Atp6v1g1","Csrnp1","Arih1","D8Ertd738e","Mtus1","Stat3"
"275","Lrg1","Serp1","Arhgap15","Atp6v1c1","Trps1","Gm26756","Rbm39","Map1lc3b","Ncf4"
"276","Xylt1","Lrg1","Msn","Hspa8","Mbnl2","Agpat9","Srsf5","Arih1","App"
"277","Etv6","Prpf40a","Sgms2","Osbpl8","Syk","Fgl2","Cst3","Il18rap","Pum2"
"278","Arhgap26","Stk10","Oaz1","Sqstm1","Cnn2","Dopey2","Arhgdib","Rnf144a","Gng5"
"279","Spata13","Rasa2","Asprv1","Sat1","Sbno1","Tmcc1","Pafah1b1","Whsc1l1","Ppp1r2"
"280","Bcl2a1a","Zfand3","Kras","Lyst","Pi16","Sbno1","Capzb","Calm2","Dgat1"
"281","Lrrc25","Rtn3","Arpc2","Runx1","Pla2g7","Trpm2","Gng5","Mbnl2","Arpc1b"
"282","Zswim4","Lrrfip2","Arhgap26","Jak1","Capzb","Phf21a","Rab2a","Gsk3b","Smchd1"
"283","Tgm2","Hipk1","Pbx1","Rab20","Prkcb","Ogt","Sec24b","Hdac4","Ube2d3"
"284","Cdk2ap2","Ppp1ca","Klf2","Asprv1","Il1rn","Gm43661","Bre","Cd300lb","Cytip"
"285","Prdx5","Rnf115","Rhog","Rybp","Gng5","Cast","Itm2b","Ankrd11","Cfl1"
"286","Myl12b","Lrrc8d","Pdlim5","Trib1","Camk1d","Cd80","Col4a3bp","Xpo6","Celf2"
"287","Sik3","Gng12","Fam49b","Antxr2","Gadd45a","Pitpnc1","Rnf11","Lamp2","Rnf11"
"288","Itgb2","Cox7c","Arpc5","Ube2d3","Ddx3x","Il18rap","Capza1","Rbm39","Ptbp3"
"289","AA467197","Sec61b","Rps12","Ppt1","Hacd4","Serinc3","Ptprj","Lpcat2","Rbms1"
"290","Cflar","Lonp2","Tgm2","Cd300lf","Adipor1","Snx18","Por","Pan3","Sntb2"
"291","Anxa2","Zfp608","Il1rn","Anxa2","Aldoa","Lrrfip2","Tnfrsf1b","Ccnl1","Ptk2b"
"292","Elmo1","Tmem50a","Mgst1","Elmo1","Cxcr2","Runx2","Noct","Anxa1","Myl12b"
"293","Il10ra","Rap1a","Ell2","Ppp3ca","Atxn10","Jund","Slc25a3","Rbm47","Cdkn1a"
"294","Rhog","Mat2b","Tpm4","Ddx6","Adam17","Wbp1l","Smad3","Kctd12","Tgfbi"
"295","Tmbim6","Ncoa1","Cd274","Itga4","Rab20","Chmp4b","Pxn","Etv6","Tax1bp1"
"296","Fmnl1","Ap3b1","Themis2","Atp6v0b","Ogt","Tgm2","Cxcl3","Il1f9","Chd7"
"297","Ifnar1","Ppp6r3","Psmb8","Gngt2","Kras","Cd300a","Nlrp3","Mef2a","Cox8a"
"298","Pglyrp1","Rab14","Fnip1","Fam49b","Cfl1","Rbks","Dgat1","Prdx5","Dazap2"
"299","Mmp9","Diaph2","Mmp9","Sp140","Dhrs7","Gpbp1","H2-K1","Tmem164","Marcksl1"
"300","Arpc5","Cflar","Runx1","Klf6","Dgat1","B2m","Jdp2","Rapgef6","Hspa5"
