"","SC78_4_factor1","SC78_4_factor2","SC78_4_factor3","SC78_4_factor4","SC78_4_factor5","SC78_4_factor6","SC78_4_factor7"
"33","Ets2","Sik3","Rps10","Osm","H2-D1","Gcnt2","Il1rn"
"34","S100a8","Mxd1","Rpl27a","H2-D1","Cd14","Cxcr2","Plek"
"35","Hdc","Plek","Rps3a1","Mcemp1","Hdc","H2-D1","S100a8"
"36","Csf3r","Irg1","Rps3","Cd9","Clec4d","Lst1","Ftl1"
"37","Spag9","Pim1","Fth1","Hp","Pim1","Fam49b","Ehd1"
"38","Kpna4","Btbd9","Rpl34","Mxd1","Mir142hg","Fam65b","Tnfaip2"
"39","Tpd52","Lmnb1","Rpl26","Samsn1","Slc16a3","Skap2","Eif1"
"40","Btg1","Lyn","Rps23","Grina","Fxyd5","Ssh2","Hdc"
"41","H2-D1","Rnf149","Rps15","Rps9","Fau","Cebpb","Rab8b"
"42","Rnf149","Eif1","Kansl1","Il1r2","Alcam","Ubb","Ptprj"
"43","Cxcr4","Cd53","Rps14","Arpc3","Lst1","Mxd1","Btg1"
"44","Entpd1","Litaf","Fau","Txn1","Litaf","Entpd1","Dusp1"
"45","Wnk1","Lilrb4a","Rpl30","Pfn1","Isg15","H3f3a","H2-D1"
"46","Rabgef1","Slc16a3","Srgn","Mgst1","Junb","Ncf2","Ptafr"
"47","Ptgs2","Samsn1","Ftl1","Wfdc21","Mxd1","Plek","Spag9"
"48","Ddx5","H3f3b","Rps12","Fau","Tpd52","Tmcc1","Tyrobp"
"49","S100a11","Ftl1","Actg1","Itm2b","Lmnb1","Lyn","Clec4d"
"50","Tyrobp","Baz2b","Rpl18","Litaf","Kpna4","Lyst","Cd9"
"51","Dennd4a","Kpna4","Rps13","Anxa1","H3f3a","Mcl1","Dusp16"
"52","Cd9","Ptprc","Rps27","Btg1","Pfn1","Cmip","Pik3ap1"
"53","Sik3","Pik3ap1","G0s2","Lmnb1","Sik3","Jund","Marcks"
"54","Samsn1","Atp2b1","Rpl28","Lcp1","Ccr1","Cd44","Ptgs2"
"55","Irg1","Emilin2","Uqcrh","Dusp1","Fcer1g","Fau","Rel"
"56","Slc16a3","Junb","Eif1","Mctp1","Ndel1","Arg2","Csf3r"
"57","Clec4d","Sorl1","Rps11","Gda","Cmip","Taldo1","Vasp"
"58","Fau","Ankrd33b","Rps27a","H3f3b","S100a6","S100a6","Sgms2"
"59","Ptprc","Ndel1","Cfl1","Mmp9","Rps9","Celf2","Ptprc"
"60","Egr1","Smox","Nfkb1","Sgms2","Ets2","Hdc","Mcl1"
"61","Btg2","Tpd52","Rpl18a","Fxyd5","Atp2b1","Lcp1","Ifitm2"
"62","Mxd1","Ccr1","Rpl7","Mcl1","Trib1","Gpcpd1","Ets2"
"63","Chst11","Tyrobp","Rpl21","Cyba","Cd53","Rnf149","Erbb2ip"
"64","Pik3ap1","Gcnt2","Rps26","Fcer1g","Btg2","Tpd52","Ifrd1"
"65","Coq10b","Fxyd5","S100a9","Gapdh","Sorl1","Xylt1","Lmnb1"
"66","Ifrd1","H2-D1","Cebpb","Cd52","Csf3r","Litaf","Arg2"
"67","Mbnl2","Fam134b","Ssh2","Arhgdib","Sdcbp","Marcks","Ncf1"
"68","Suco","Ets2","Arhgap15","Tpt1","C5ar1","B2m","H3f3b"
"69","Fam134b","Csf3r","Rpl9","Rac2","Wnk1","Lsp1","Mapkapk2"
"70","Ptafr","Map2k4","Cst3","Clec4d","Fgl2","Lmnb1","Cd44"
"71","Antxr2","Snx18","Rps6","Arhgap15","Mcl1","Slc7a11","Nr4a1"
"72","Csrnp1","Cyth1","H3f3b","Irg1","Rnf149","Dock2","Msrb1"
"73","Rps9","Arg2","Btg1","Antxr2","Ptprc","Fxyd5","Samsn1"
"74","Ifitm2","Nfkbiz","Marcksl1","Mmp8","Fam134b","Eif1","Ccl3"
"75","Etf1","Picalm","Rpl11","Hmgb2","Rps27","Map3k5","Ier5"
"76","Rab7","March7","Runx1","Msra","Ddx5","Ccnd3","Fgr"
"77","Sorl1","Gab2","Fcer1g","Anxa2","Mrpl33","Pla2g7","B2m"
"78","Lst1","Ctnnb1","Rps28","Osbpl9","Ptafr","Zfp36l2","S100a11"
"79","Sdcbp","S100a11","Fam107b","Taldo1","Taldo1","Iqgap1","2810474O19Rik"
"80","Fxyd5","Lcp1","Pim1","Lyn","Sgms2","Coro1a","Zfp36"
"81","Vps37b","Ccnl1","Zeb2","Ndel1","Ncf2","Camk1d","Litaf"
"82","Pnrc1","Lilr4b","Atf7ip","Trem1","Picalm","Mctp1","Neat1"
"83","Emilin2","Slc15a3","H3f3a","Hdc","Neat1","Myo1f","Nadk"
"84","Slc7a11","Rab7","Il1b","Pim1","Gabarap","Ccl6","Chst11"
"85","Tnfaip2","Arhgap15","Uba52","Alox5ap","Lyn","Ppp3ca","Dennd4a"
"86","H3f3a","Tlr4","B2m","Plek","Ctnnb1","Hp","H3f3a"
"87","Sh2d3c","Ncf2","Ptprc","Rps27a","Arpc3","Gm42418","Slc7a11"
"88","B2m","Rabgef1","Nfkbiz","Entpd1","Arpc2","Adgre5","Trem1"
"89","Fgl2","Diaph1","H2-D1","Lsp1","Cd300lf","Phf21a","Ier3"
"90","Ctsd","Braf","Kdm6b","Cd44","Txn1","Cxcr4","Lcp1"
"91","Fnip1","Tpm4","mt-Nd4l","Arpc1b","Fem1c","Txn1","Abtb2"
"92","Arg2","Sp140","Rps2","Junb","Lilr4b","G0s2","Tnfrsf1b"
"93","Snap23","S100a6","Elmo1","mt-Co1","Plk3","Igf1r","Adgre5"
"94","Gm43661","Mcl1","Osbpl8","Gnai2","Dennd4a","Svil","Btg2"
"95","Isg15","Basp1","Junb","Pglyrp1","Sp140","Antxr2","Lilrb4a"
"96","Picalm","Adam8","Eef1b2","Prr13","Ccnl1","Ddx5","C5ar1"
"97","Gab2","Dennd4a","Msn","Adam8","Btbd9","Snap23","Ctsz"
"98","Braf","Ralgapa1","H2-K1","Ddx5","B2m","Ipcef1","Rps9"
"99","Osbpl9","Grina","Hnrnpf","Arpc2","Nudt4","Cd9","Cd274"
"100","Ubb","Mir142hg","Samsn1","Ubb","Ier3","Trem1","Ninj1"
"101","Trem1","Lyst","Rpl19","Sat1","Samsn1","Pag1","Actr3"
"102","Mapkapk2","Dock2","Tnfrsf1b","Ctsd","Lilrb4a","Pim1","Bcl2a1b"
"103","Jund","Btg2","Cd9","Lyst","Gab2","Pfn1","Plaur"
"104","Cmip","Actr3","Vti1a","Fbxl5","Tpm4","Cers6","Ddx5"
"105","Txn1","Mrpl33","Dennd4a","Cmip","Rab7","Akap13","Fcer1g"
"106","Lcp1","Sdcbp","Ncf2","Picalm","Antxr2","Cd52","Il1r2"
"107","Tpt1","Fosl2","Cdc42","Slc7a11","Trem1","Hmgb2","Malt1"
"108","Map1lc3b","Trem1","Ddx5","Gmfg","Emilin2","Ndel1","Nedd9"
"109","Ccr1","Ddx6","Sgms1","Ccr1","Cd52","Pglyrp1","Snap23"
"110","Fos","Pbx1","Rps9","Trib1","Hectd1","Selplg","Icam1"
"111","Ndel1","Stx11","Fxyd5","Arg2","Diaph1","Syk","Lst1"
"112","Ddx3x","Igf1r","Rac2","Serf2","Tlr4","Nfkbiz","Fxyd5"
"113","Ubc","H3f3a","Uvrag","Arpc5","Ctsd","Itgal","S100a6"
"114","Alcam","Msrb1","Atp2b1","Ets2","Itpkb","Elmo1","Zc3h12a"
"115","Sgms2","Ier3","Nfkbia","Cotl1","Egr1","Apbb1ip","Slfn2"
"116","Gadd45b","Il1rn","Alcam","Tpd52","Actr3","Samsn1","Rab11fip1"
"117","Inpp5d","Osbpl9","Tyrobp","Xylt1","Rpl9","Nedd9","Tpt1"
"118","Dusp5","Ppp1r3b","Prkcb","Ncf2","Cdk2ap2","Ltb","Hspa5"
"119","Kdm6b","Cdk17","S100a8","Ifitm2","Basp1","Retnlg","N4bp1"
"120","Fem1c","Trib1","Rpl36","Sik3","Rps29","Clec4d","Ankrd33b"
"121","Lyst","Por","Cox7c","Mir142hg","March7","Ccrl2","Rap1b"
"122","Gabarap","Cd300lf","Arpc2","Tpm4","Sp100","Cap1","Entpd1"
"123","Plaur","Osm","Oaz1","Cdc42","Slc7a11","Spi1","Sema4d"
"124","Serinc3","Myo1d","Btg2","Stfa2l1","Ier2","Gab2","Lyn"
"125","Rap1b","Rap1gap2","Plek","Alcam","Arhgap15","Usp32","H2-K1"
"126","Ccl3","Tgm2","Ptma","Pkm","Csf1","Ccr1","Gsap"
"127","Ctnnb1","Gm26740","Gab2","Ptprc","Myl6","Ifitm2","Fau"
"128","Ncf2","Ptgs2","Vasp","Klra2","Trem3","March7","Antxr2"
"129","Arhgap15","Plk3","Gnai2","Btg2","Sat1","Fcer1g","Snx18"
"130","Ccnl1","Ccl6","Gm10076","Sorl1","H2-K1","Ifi27l2a","Txn1"
"131","Tnfrsf1b","Slc22a15","Cxcl2","Actr3","Pla2g7","Rap1b","Tpd52"
"132","Lilrb4a","Eml1","Taok1","Mrpl33","Spi1","Fgl2","Lcp2"
"133","H2-K1","Etf1","Prrc2c","Lilr4b","Selk","Emb","Hck"
"134","Basp1","Mctp1","Rapgef6","Myl6","Cyba","Mrpl33","Lsp1"
"135","Ptk2b","Arpc3","Calm1","Ankrd33b","Smox","Sell","Ddx3x"
"136","Slc15a3","Fem1c","Asprv1","Baz2b","Lyst","H3f3b","Cmip"
"137","Plk3","Fbxo11","Rplp0","Ralgapa1","Iqgap1","Mmp9","Traf3"
"138","Tgoln1","Arpc2","Irg1","Cd14","Gpr35","Cytip","Dock2"
"139","Srsf5","Mirt1","Diaph2","Iqgap1","Vmp1","Fgr","Picalm"
"140","Irak2","Hectd1","Stat3","Snap23","Ehd1","Slfn2","Iqgap1"
"141","S100a6","Ell2","Rab11fip1","Cap1","Cst3","Rps27a","Emilin2"
"142","Fcer1g","Ptafr","Hdc","Lst1","Rap1gap2","Asap1","Ell2"
"143","Ptp4a1","Notch2","Sf3b1","Glrx","Serf2","Anxa2","Trem3"
"144","Alox5ap","Cyp4f18","Eif5","Dennd4a","Rap1b","Prkcb","Jund"
"145","Ppp1r15a","Zeb2","Ptprj","Ptprj","Nedd9","Alox5ap","Pfn1"
"146","Nudt4","Irak2","Sp100","Cfl1","Kdm6b","Klf6","Rbpj"
"147","Btbd9","Snap23","Rpl24","mt-Atp6","Cotl1","Il1rap","Nfe2l2"
"148","Gcnt2","2810474O19Rik","Stk17b","Rps29","Gcnt2","Tsc22d3","Neurl3"
"149","Atp6v0d1","Wnk1","Ptpre","Mrgpra2b","Tnfaip2","Mir142hg","Rabgef1"
"150","Ddit3","Suco","Rps15a","Zyx","Lsp1","Pten","Irak3"
"151","Csf1","Fcer1g","Cytip","Stk17b","Gm42418","Ptgs2","Skil"
"152","Ier5","Ptprj","Serf2","Rdh12","Jund","Ncor1","Bcl2l11"
"153","Stk17b","Jdp2","Lamp1","Cers6","Lcp1","Zyx","Pla2g7"
"154","Adam17","4932438A13Rik","Clta","Rpl37","Arpc5","Rassf3","Cd52"
"155","Per1","Kctd12","Btbd9","Spi1","Chmp4b","Chst11","Smox"
"156","Gm42418","Tiparp","Rpl6","Ube2b","Fosl2","Ier5","Sod2"
"157","Fndc3b","Nlrp3","Kpna4","Zfp36","Slc15a3","Fcgr3","Arhgap15"
"158","Rps27","Dusp16","Neat1","App","Rac2","Ptpre","Rab20"
"159","Acsl1","Inpp5d","Rac1","Anxa11","Arih2","Ptpn12","Kpna4"
"160","Stat3","Rbms1","Peli1","Selk","Cxcr4","Gm5150","Bcl3"
"161","Cd53","Il1rap","Dock2","Rap1b","Igf1r","Cyba","Ccnl1"
"162","Zfp36l2","Ddx5","Rpl37","Ncf4","Coro1a","Alcam","Jak2"
"163","Tra2a","Stk17b","Gm42418","Rab8b","Irg1","Slpi","Relb"
"164","Cdk2ap2","Rps9","Qk","Vasp","Myo1d","H2-K1","Ncf4"
"165","Sat1","Mbnl2","Rps25","Ddx6","Mapkapk2","Tpt1","Spi1"
"166","Sgpl1","1700112E06Rik","Dock8","Map1lc3b","Cyp4f18","Slc9a9","Rps27"
"167","Dock2","Anxa11","Ly6e","Gabarap","Cyth1","Polr2a","H2-Q7"
"168","Cst3","Slc11a1","Hmha1","Lilrb4a","Sepn1","Osbpl9","Zfand3"
"169","Pbx1","Iqgap1","Mxd1","Ostf1","Baz2b","Cd101","Gm42418"
"170","Tbc1d15","Arih2","Irak2","Pygl","Pnrc1","Arhgdib","Vmp1"
"171","Cd14","Eea1","Gpbp1","Shfm1","Eif4a1","Hmha1","Nr4a3"
"172","Trib1","Pde7b","Celf2","Sdcbp","Cap1","Slc40a1","Slc16a3"
"173","Ier3","Kdm6b","Whsc1l1","Rabgef1","Ppp1r2","Lilrb4a","Alox5ap"
"174","Nr4a1","Rap1b","Cd44","Fosl2","Alox5ap","Rab8b","Rac2"
"175","Elmo1","Tnfrsf1b","Gm8730","Dnaja1","Lamb3","Tnfaip2","Sorl1"
"176","Iqgap1","Myh9","Pfn1","Csf3r","Gm26740","Amica1","Jak1"
"177","Arfgef2","Ddx3x","Fbxo11","Myl12b","Mirt1","Psap","Tlr2"
"178","Gla","Agpat9","Ubb","Notch2","Fmnl1","Ddx3x","Hcar2"
"179","March7","Gda","Laptm5","Sp140","Smchd1","Hspa8","Taldo1"
"180","Fosl2","Msra","Msrb1","Pbx1","Inpp5d","Klf3","Mir142hg"
"181","Gpcpd1","Egr1","Mbnl2","4932438A13Rik","Ubb","Slfn4","Gpr132"
"182","Adgre5","Vmp1","AF251705","Emilin2","Etf1","Itm2b","Gpbp1"
"183","Rsrc2","Klra2","Tgm2","Fos","Itm2b","Atp2b1","Bcl2a1d"
"184","Ccl6","Sh2d3c","Fam49b","Aldoa","Pik3ap1","1700112E06Rik","Trib1"
"185","Coro1a","Dhrs9","Ccnl1","C5ar1","Rps27a","Pde4b","Snx20"
"186","Pfn1","Tpt1","Dusp1","Gm42418","Grina","Nr4a1","Ier2"
"187","Lamp2","Lst1","Apbb1ip","Gng5","Tnrc18","Sdcbp","Pnrc1"
"188","Por","Nudt4","Hnrnpc","Hcar2","Gmfg","Baz2b","Gcnt2"
"189","Arih2","B2m","Rpl13","Kpna4","Tnfrsf1b","Pygl","Ccr1"
"190","Lyn","Ptk2b","Pafah1b1","Clec4e","Irak2","Emilin2","Fgl2"
"191","Osm","Sell","Itgb2","Gadd45a","Dhrs9","Braf","Cyba"
"192","Tiparp","Ptbp3","Rps7","Etf1","Pbx1","Grina","Fbxo11"
"193","Nlrp3","Fam107b","Nr4a1","Jund","Laptm5","Zfp608","Casp4"
"194","Klf6","Ifitm2","Fcho2","Fmnl1","Gng5","Ube2h","Tgif1"
"195","Taldo1","Pag1","Fam32a","Suco","Braf","Jmjd1c","Nfkbie"
"196","Map3k5","Dgat1","Lyn","Gpsm3","Ppp1r3b","Ankrd44","Arpc2"
"197","Igf1r","Klhl2","Lyz2","Sema4d","D8Ertd738e","Cd300a","Cd53"
"198","Pdlim5","Fndc3b","Naca","Rab7","Cd80","Sat1","Etf1"
"199","Ifi27l2a","Taldo1","Dusp16","Rap1gap2","Arpc1b","Themis2","Cst3"
"200","Osgin1","Zcchc6","Gnb1","Cd53","Il1rn","Arpc2","Cd300a"
"201","Mirt1","C5ar1","Map4k4","Myh9","Ptbp3","Ddx6","Sik3"
"202","Hp","App","Atp5l","Diaph1","Dusp5","Rpl37","Msn"
"203","Gmfg","Cap1","Cdc42ep3","Neat1","Psap","Kras","Rab7"
"204","Ankrd12","Tnrc6b","Aldoa","Arpc4","Rab20","Arpc1b","Itm2b"
"205","Celf2","Gm42418","Fus","Sh2d3c","Klhl2","Tmem164","Lpcat2"
"206","Grina","Ctsd","Smyd3","Hcst","Msn","Mapkapk2","Susd6"
"207","Ccl4","Hpcal1","Itch","Sell","Adgre5","Pilra","Gabarap"
"208","Cox8a","H2-K1","Chst11","Trem3","Ankrd33b","Mtus1","Bcl2a1a"
"209","Atp6v1a","Serinc3","Tpm3-rs7","Mbnl2","Runx1","Cdc42","Adam17"
"210","1700112E06Rik","Abtb2","Ell2","Ddx3x","Snap23","Calm2","Arf4"
"211","Ctsb","Ifrd1","Lilrb4a","Cd24a","Ralgapa1","Adipor1","Arih2"
"212","Eif5","Pla2g7","Morf4l1","Plk3","Ostf1","Etf1","Cdc42"
"213","Rab20","Zfand3","Hnrnpk","BC100530","Atp6v0e","Abtb2","Tank"
"214","Calm2","Ier5","Gna13","Cytip","Cd300a","Itga4","Slc15a3"
"215","Cd300lf","Sntb2","Gng5","Psap","Dock2","Tgfbi","Mmp9"
"216","Gnaq","Fau","Fam65b","Sh3bgrl3","Rpl23","Il1f9","Ndel1"
"217","Rbm39","Sepn1","Dusp5","Timp2","Adam8","Atg3","Cdc42ep2"
"218","Tgm2","Tnrc18","Cd52","Sepn1","Fnip1","Rnf144a","Itgal"
"219","Ctsz","Txn1","Vamp4","Vps4b","Ifi27l2a","Fbxl5","Pbx1"
"220","Slfn4","Rab20","Trem3","Ccnl1","Zcchc6","Dock11","Zc3hav1"
"221","Hectd1","Tlcd2","Fam172a","Rpl9","Cstb","Rgs2","Xylt1"
"222","Anxa11","Syk","Ifitm3","Arf5","Ddx6","Cd84","Il10ra"
"223","Myl6","Itgal","mt-Nd3","Chst11","Samhd1","Gnaq","Fas"
"224","Csf2ra","Mmp9","Mapkapk2","Spag9","Cltc","Mctp2","Coro1a"
"225","Slc3a2","Jund","Hspa5","Lamp2","Cox17","Fam32a","Atp2b1"
"226","Cdc42","Vps37b","Eef2","Adipor1","Cdc42","Arhgap26","Cap1"
"227","2810474O19Rik","Csf2rb","Ptpn6","Coq10b","Ddx3x","Actr3","Ifnar2"
"228","C5ar1","Tmcc1","Gngt2","Kctd12","Cfl1","Raf1","Tnip1"
"229","Il15","Pfn1","Tra2a","D8Ertd738e","Ifitm3","Fyb","Tax1bp1"
"230","Lsp1","Ehd1","Fyb","Rnf149","Clic1","Samhd1","Grina"
"231","Impact","Fos","Dynll1","Ier3","AW011738","Gmfg","Fam134b"
"232","Selk","Elmo1","Cox8a","Ell2","Skap2","Myl12b","Sqstm1"
"233","Itm2b","Arhgap26","Nfe2l2","Mapkapk2","Hp","Tra2a","Ddx6"
"234","Il1rn","Tes","D8Ertd738e","Actr2","Map2k4","Herc4","Fosl2"
"235","Cap1","C130026I21Rik","Acer3","Ube2d3","Dusp16","Rbms1","Itgb2"
"236","Pag1","Gpcpd1","Tnfaip2","mt-Co3","Zfp36","Txnip","Ccl6"
"237","Jdp2","Gtdc1","Asap1","Tlr2","Rpl18a","Myl6","Trps1"
"238","Cyth1","Gabarap","Rpl27","Rhoa","4833407H14Rik","Cd300lf","Ctsd"
"239","Csf2rb","Map3k5","Cnot6l","Gpx4","Arg2","Cd53","Ppp1r15a"
"240","Pla2g7","Atp6v0d1","Map3k5","Pnrc1","Lfng","Sfxn5","Lilr4b"
"241","Mir142hg","Sbno1","Akap13","Ccl4","Sntb2","Clk1","Gpcpd1"
"242","Psap","Bcl2l11","Tnfaip3","Rps27","Myh9","C5ar1","Gtdc1"
"243","Skap2","Trem3","Cd84","Fam134b","Ninj1","Ttc7","Lyst"
"244","Nfe2l2","Isg15","Shisa5","Cst3","Fam107b","Rps27","Map2k3"
"245","Rap1gap2","Mapkapk2","Vim","Gab2","Osm","Sirpa","Snx10"
"246","Zeb2","Gpr35","Erbb2ip","Tlr4","Pitpna","Pip5k1b","Gmfg"
"247","Actr3","Fnip1","Map1lc3b","Sfxn5","Rabgef1","Trps1","Srsf5"
"248","Anxa2","Cltc","Snx29","H2-K1","Arhgdib","Gpx1","Ctnnb1"
"249","Sp140","Rab8b","Baz2b","Zcchc6","Snx18","Cst3","Psap"
"250","Cyba","Kansl1l","Spag9","Il1rn","Slfn4","Arpc3","Btbd9"
"251","Lasp1","Adam17","Selk","Dhrs7","Ube2d3","Rac2","Optn"
"252","Ddx6","Lamp2","Jak1","Nfkbiz","Lamp2","Whsc1l1","Txnrd1"
"253","Usp32","Fmnl1","Mef2a","mt-Co2","Capzb","Mirt1","Nab1"
"254","Smchd1","Ubap1","Son","Pxn","Ccl6","Fam134b","Elmo1"
"255","Syk","Gsk3b","Pip4k2a","Dazap2","Anxa2","Wipf1","Slc2a6"
"256","Ube2b","Pum2","Ncl","Zeb2","Plin2","Ncf1","Spata13"
"257","Ppp1r2","Rab44","Hip1","Fam65b","Ago2","Tspan13","Alcam"
"258","Vamp4","Slc2a1","Rtn4","Il1f9","Rpl41","Sik3","Il1f9"
"259","Rps29","Pnrc1","Zc3hav1","Tspan13","Myl12b","Ctsd","Rbms1"
"260","Gnai2","Hif1a","Serp1","Capzb","Kras","Xpr1","Mirt1"
"261","Hmgb2","Vps4b","Sat1","Dhrs9","Gfod1","Serf2","Samhd1"
"262","Ell2","Atg7","Atrx","Cd33","Vasp","Gm26740","Cfl1"
"263","Sema4d","Gfod1","Luc7l2","Ctnnb1","Tes","Ubc","Rilpl2"
"264","Rps27a","Eif4a1","Bcas3","Itgam","Map1lc3b","Dennd5a","Rps27a"
"265","Slc38a1","Gnaq","Rreb1","Dgat1","Cfap43","Gsk3b","Igsf6"
"266","Cyp4f18","Aff4","Ambra1","Klf6","Prdx5","Ogt","Cxcr4"
"267","Ifitm3","Skap2","Susd6","Hspa8","App","Zfand3","Mrgpra2b"
"268","AW011738","Arf4","Cox4i1","2810474O19Rik","Rhoa","Ier2","Basp1"
"269","Emd","Rbpj","Ndufa2","Fam49b","Tgoln1","Mef2a","Ncf2"
"270","Cd300a","Cfap43","H2-Aa","Mgea5","Slc11a1","Zfand5","Isg15"
"271","Tnrc6b","Chd2","Tmem50a","Rpl17","Cdk17","Plaur","Rbm39"
"272","Atp6v1g1","Stat3","Lst1","Hif1a","Tiparp","Igsf6","Fndc3b"
"273","Gm5150","Trps1","Birc6","Slc15a3","Clec4e","Parp8","Arpc5"
"274","Arpc1b","Zfp36","Maml3","Oaz1","Ubc","Sh2d3c","Dennd1b"
"275","Laptm5","Arpc5","Arih1","Ncf1","Gm26532","Rps29","Themis2"
"276","Nup98","Ube2d3","Plac8","Plin2","Rpl10","Kmt2e","Lcn2"
"277","Sell","Ptgs2os2","Sfpq","Laptm5","Capza1","Atf3","Mcemp1"
"278","Zcchc6","Myl6","Rbm3","1110008F13Rik","Stk17b","Rsrc2","Rap1gap2"
"279","Sntb2","Rdh12","Arpc5","Lrrfip1","Lrrfip1","Ppp1r2","Rhoa"
"280","Samhd1","Tmbim6","Klf2","Ifi27l2a","Ascc3","Ptpn1","Dock10"
"281","Gng5","Atg2a","Fryl","Cxcr2","Marcks","Myadm","Fmnl1"
"282","Tmbim6","Zcchc2","Sik3","Ptgs2","Cass4","Rbm39","Baz1a"
"283","Tspan13","Klf3","Atp6v1f","Cdk2ap2","Vps4b","Slfn1","Fem1c"
"284","Camk1d","Gm16194","Itga4","Cd300lf","Itgal","Inpp5d","Csrnp1"
"285","Atp6v0e","Csf2ra","Wapl","Fem1c","Rbms1","Sh3glb1","Lamb3"
"286","Myo1d","Runx1","Riok3","Themis2","Il1rap","Trim30b","Creb1"
"287","Nr4a3","Il18rap","Serinc3","Samhd1","2810474O19Rik","Pgd","Tgoln1"
"288","Hspa5","Rbm39","Rheb","Asprv1","Marcksl1","Hectd1","Tgm2"
"289","Arih1","Top1","Cox6b1","Rps16","Csrnp1","Notch2","App"
"290","Npepps","Chmp4b","Mcl1","Itgb2","Arih1","Ifitm3","Sdcbp"
"291","Slc25a3","Adgre5","Chchd2","Calm1","Ier5","Zswim6","Prdx5"
"292","Sirpa","Pafah1b1","Slfn2","Cd84","Aff4","Man2b1","Osbpl9"
"293","Cstb","Lsp1","Ctsd","Slc2a3","Por","Rsrp1","Hp"
"294","Ago2","Ago2","Adrbk1","Ppp1r3b","Oaz1","Mdh2","Rnf19b"
"295","Pafah1b1","Dopey2","Ubc","Sirpa","Rps16","Tnrc6b","Anxa2"
"296","Clec4e","Chd7","Zfand3","Btbd9","Myo1f","Serinc3","Myl12b"
"297","Arhgap26","Gm5483","Ucp2","Atp6v1g1","Gnai2","Bcl6","Nfkb2"
"298","Cd52","Plin2","Antxr2","Tnfrsf1b","Nab1","Chd7","Mthfs"
"299","Dclre1c","Fgl2","Git2","Cyth1","Nr4a3","Hsp90aa1","Rhog"
"300","Pum2","Pde4b","Dip2b","Igf1r","Gm5150","Trpm2","Arhgap26"
